date,state,district,market,commodity,variety,grade,min_price,max_price,modal_price
2026-01-08,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0
2026-01-19,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0
2026-01-28,Andhra Pradesh,Krishna,Divi APMC,Paddy(Common),B P T,FAQ,2300.0,2400.0,2350.0
2026-02-09,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2380.0,2470.0,2440.0
2026-02-23,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2375.0,2420.0,2390.0
2026-02-20,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2375.0,2430.0,2420.0
2026-02-04,Andhra Pradesh,Kurnool,Nandyal APMC,Paddy(Common),Sona Mahsuri,Grade Range-1,2200.0,2200.0,2200.0
2026-02-04,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0
2025-11-05,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2389.0,2399.0,2399.0
2025-11-21,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2025-11-29,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2025-11-10,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2370.0,2500.0,2460.0
2025-11-10,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2025-11-18,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-17,Andhra Pradesh,Nellore,Atmakur(SPS) APMC,Paddy(Common),Nellore Sanna,FAQ,2300.0,2400.0,2369.0
2026-04-18,Andhra Pradesh,Nellore,Atmakur(SPS) APMC,Paddy(Common),Nellore Sanna,FAQ,2300.0,2400.0,2369.0
2026-04-27,Andhra Pradesh,Nellore,Atmakur(SPS) APMC,Paddy(Common),Nellore Sanna,FAQ,2300.0,2400.0,2369.0
2026-04-06,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2390.0,2460.0,2430.0
2026-04-13,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2390.0,2480.0,2430.0
2026-04-21,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2380.0,2440.0,2410.0
2026-04-22,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2380.0,2420.0,2410.0
2026-04-29,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2380.0,2440.0,2420.0
2026-05-14,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2370.0,2420.0,2390.0
2026-05-20,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2370.0,2400.0,2390.0
2026-05-26,Andhra Pradesh,Nellore,Rapur APMC,Paddy(Common),Common,Local,2370.0,2410.0,2380.0
2026-04-20,Andhra Pradesh,Krishna,Divi APMC,Paddy(Common),B P T,FAQ,2300.0,2400.0,2350.0
2026-04-22,Andhra Pradesh,Krishna,Divi APMC,Paddy(Common),B P T,FAQ,2300.0,2400.0,2350.0
2026-05-06,Andhra Pradesh,Krishna,Divi APMC,Paddy(Common),B P T,FAQ,2300.0,2500.0,2400.0
2026-05-25,Andhra Pradesh,Krishna,Divi APMC,Paddy(Common),B P T,FAQ,2300.0,2400.0,2350.0
2025-11-11,Andhra Pradesh,Kurnool,Nandyal APMC,Paddy(Common),Sona Mahsuri,Local,2500.0,2500.0,2500.0
2025-11-04,Andhra Pradesh,Kurnool,Nandyal APMC,Paddy(Common),Sona Mahsuri,FAQ,2500.0,2500.0,2500.0
2025-11-05,Andhra Pradesh,Kurnool,Nandyal APMC,Paddy(Common),Sona Mahsuri,FAQ,2400.0,2400.0,2400.0
2025-11-19,Andhra Pradesh,Kurnool,Nandyal APMC,Paddy(Common),Sona Mahsuri,Grade Range-1,2400.0,2400.0,2400.0
2025-11-21,Andhra Pradesh,Kurnool,Nandyal APMC,Paddy(Common),Sona Mahsuri,Grade Range-1,2500.0,2500.0,2500.0
2025-11-28,Andhra Pradesh,Kurnool,Nandyal APMC,Paddy(Common),Sona Mahsuri,Grade Range-1,2500.0,2500.0,2500.0
2025-11-10,Andhra Pradesh,Krishna,Tiruvuru APMC,Paddy(Common),Sona,Local,2400.0,2400.0,2400.0
2025-11-04,Andhra Pradesh,Krishna,Tiruvuru APMC,Paddy(Common),Sona,FAQ,2400.0,2700.0,2550.0
2025-11-22,Andhra Pradesh,Krishna,Tiruvuru APMC,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0
2025-11-11,Andhra Pradesh,Krishna,Tiruvuru APMC,Paddy(Common),Sona,Local,2400.0,2400.0,2400.0
2025-11-05,Andhra Pradesh,Krishna,Tiruvuru APMC,Paddy(Common),Sona,FAQ,2400.0,2800.0,2600.0
2025-11-21,Andhra Pradesh,Krishna,Tiruvuru APMC,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0
2025-11-13,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0
2025-11-22,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0
2025-11-27,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0
2025-11-28,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0
2025-11-20,Andhra Pradesh,Krishna,Divi APMC,Paddy(Common),B P T,FAQ,2300.0,2400.0,2369.0
2025-11-24,Andhra Pradesh,Krishna,Divi APMC,Paddy(Common),B P T,FAQ,2300.0,2400.0,2369.0
2026-05-30,Andhra Pradesh,East Godavari,Kovvur APMC,Paddy(Common),MTU-1010,Grade Range-2,2400.0,2400.0,2400.0
2026-05-21,Andhra Pradesh,SPSR Nellore,Rapur APMC,Paddy(Common),Common,Local,2370.0,2410.0,2390.0
2026-05-01,Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-05-30,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-05-30,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-05-28,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-05-31,Andhra Pradesh,NTR,Nandigama APMC,Paddy(Common),B P T,Grade Range-1,1800.0,1800.0,1800.0
2026-05-27,Andhra Pradesh,Krishna,Divi (HQ-Avanigadda) APMC,Paddy(Common),B P T,FAQ,2300.0,2400.0,2350.0
2026-04-19,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-29,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-28,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-07,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-05,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-15,Andhra Pradesh,East Godavari,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-01,Andhra Pradesh,SPSR Nellore,Rapur APMC,Paddy(Common),Common,Local,2390.0,2490.0,2450.0
2026-04-08,Andhra Pradesh,SPSR Nellore,Rapur APMC,Paddy(Common),Common,Local,2390.0,2480.0,2440.0
2026-04-15,Andhra Pradesh,SPSR Nellore,Rapur APMC,Paddy(Common),Common,Local,2390.0,2470.0,2430.0
2026-04-24,Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-25,Andhra Pradesh,SPSR Nellore,Rapur APMC,Paddy(Common),Common,Local,2380.0,2430.0,2410.0
2026-04-14,Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-30,Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-27,Andhra Pradesh,Kakinada,Jaggampet APMC,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0
2026-04-01,Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Paddy(Common),Nellore Sanna,FAQ,2300.0,2400.0,2369.0
2026-04-05,Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Paddy(Common),Nellore Sanna,FAQ,2300.0,2400.0,2369.0
2026-04-10,Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Paddy(Common),Nellore Sanna,FAQ,2300.0,2400.0,2369.0
2026-04-19,Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Paddy(Common),Nellore Sanna,FAQ,2300.0,2400.0,2369.0
2026-04-17,Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Paddy(Common),Nellore Sanna,FAQ,2300.0,2400.0,2369.0
2026-04-18,Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Paddy(Common),Nellore Sanna,FAQ,2300.0,2400.0,2369.0
2026-07-27,Andhra Pradesh,Srikakulam,Hiramandalam APMC,Paddy(Common),Masuri,Local,2430.0,2430.0,2430.0
2026-06-11,Andhra Pradesh,East Godavari,Kovvur APMC,Paddy(Common),MTU-1010,Grade Range-2,2400.0,2400.0,2400.0
2026-06-02,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,FAQ,2400.0,2400.0,2400.0
2026-06-09,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2400.0,2400.0,2400.0
2026-06-11,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0
2026-06-12,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0
2026-06-29,Andhra Pradesh,NTR,Tiruvuru APMC,Paddy(Common),Sona,Local,2400.0,2400.0,2400.0
2026-06-04,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-06,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2380.0,2380.0,2380.0
2026-06-15,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2389.0,2389.0,2389.0
2026-06-15,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-23,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2390.0,2390.0,2390.0
2026-06-24,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2369.0,2400.0,2369.0
2026-06-22,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-27,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-25,Andhra Pradesh,Dr.B.R.A.Konaseema,Mummidivaram APMC,Paddy(Common),1121,FAQ,2369.0,2468.0,2369.0
2026-06-04,Andhra Pradesh,NTR,Nandigama APMC,Paddy(Common),B P T,Grade Range-1,1820.0,1820.0,1820.0
2026-06-06,Andhra Pradesh,Bapatla,Bapatla APMC,Paddy(Common),B P T,Local,2400.0,2500.0,2450.0
2026-06-06,Andhra Pradesh,Bapatla,Kuchinapudi APMC,Paddy(Common),B P T,Local,2400.0,2500.0,2450.0
2026-06-12,Andhra Pradesh,NTR,Nandigama APMC,Paddy(Common),B P T,Grade Range-1,1810.0,1810.0,1810.0
2026-06-16,Andhra Pradesh,NTR,Nandigama APMC,Paddy(Common),B P T,Grade Range-1,1830.0,1830.0,1830.0
2026-06-20,Andhra Pradesh,Bapatla,Bapatla APMC,Paddy(Common),B P T,Local,2400.0,2500.0,2450.0
2026-06-26,Andhra Pradesh,NTR,Nandigama APMC,Paddy(Common),B P T,Grade Range-1,1920.0,1920.0,1920.0
2026-06-24,Andhra Pradesh,Bapatla,Bapatla APMC,Paddy(Common),B P T,Local,2400.0,2500.0,2450.0
2026-06-24,Andhra Pradesh,NTR,Nandigama APMC,Paddy(Common),B P T,Grade Range-1,1870.0,1870.0,1870.0
2026-06-27,Andhra Pradesh,Bapatla,Repalli APMC,Paddy(Common),B P T,Local,2400.0,2600.0,2500.0
2026-06-29,Andhra Pradesh,Krishna,Divi (HQ-Avanigadda) APMC,Paddy(Common),B P T,FAQ,2300.0,2400.0,2350.0
2026-06-10,Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Paddy(Common),MTU-1001,Local,2369.0,2369.0,2369.0
2026-06-16,Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Paddy(Common),MTU-1001,Local,2369.0,2369.0,2369.0
2026-06-17,Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Paddy(Common),MTU-1001,Local,2369.0,2369.0,2369.0
2026-06-27,Andhra Pradesh,Krishna,Penamaluru (HQ-Kankipadu) APMC,Paddy(Common),MTU-1001,Local,2369.0,2369.0,2369.0
2026-06-02,Andhra Pradesh,East Godavari,Kovvur APMC,Paddy(Common),MTU-1010,Grade Range-2,2400.0,2400.0,2400.0
2026-06-25,Andhra Pradesh,SPSR Nellore,Rapur APMC,Paddy(Common),Common,Local,2350.0,2390.0,2370.0
2026-06-03,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Grade Range-1,2369.0,2369.0,2369.0
2026-06-06,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),1001,FAQ,2369.0,2389.0,2369.0
2026-06-08,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2380.0,2380.0,2380.0
2026-06-08,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2389.0,2410.0,2389.0
2026-06-29,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2369.0,2400.0,2369.0
2026-06-17,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,Local,2369.0,2400.0,2369.0
2026-06-20,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-25,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-06-15,Andhra Pradesh,Dr.B.R.A.Konaseema,Mummidivaram APMC,Paddy(Common),1121,FAQ,2369.0,2468.0,2369.0
2026-06-18,Andhra Pradesh,Dr.B.R.A.Konaseema,Mummidivaram APMC,Paddy(Common),1121,FAQ,2369.0,2468.0,2369.0
2026-06-03,Andhra Pradesh,NTR,Nandigama APMC,Paddy(Common),B P T,Grade Range-1,1820.0,1820.0,1820.0
2026-06-14,Andhra Pradesh,NTR,Nandigama APMC,Paddy(Common),B P T,Grade Range-1,1850.0,1850.0,1850.0
2026-06-19,Andhra Pradesh,NTR,Nandigama APMC,Paddy(Common),B P T,Grade Range-1,1970.0,1970.0,1970.0
2026-06-22,Andhra Pradesh,NTR,Nandigama APMC,Paddy(Common),B P T,Grade Range-1,1830.0,1830.0,1830.0
2026-06-24,Andhra Pradesh,Bapatla,Kuchinapudi APMC,Paddy(Common),B P T,Local,2400.0,2500.0,2450.0
2026-06-24,Andhra Pradesh,Bapatla,Repalli APMC,Paddy(Common),B P T,Local,2300.0,2450.0,2400.0
2026-06-25,Andhra Pradesh,Bapatla,Bapatla APMC,Paddy(Common),B P T,Local,2400.0,2500.0,2450.0
2026-06-29,Andhra Pradesh,Bapatla,Kuchinapudi APMC,Paddy(Common),B P T,Local,2400.0,2500.0,2450.0
2026-06-10,Andhra Pradesh,East Godavari,Kovvur APMC,Paddy(Common),MTU-1010,Grade Range-2,2400.0,2400.0,2400.0
2026-06-12,Andhra Pradesh,East Godavari,Kovvur APMC,Paddy(Common),MTU-1010,Grade Range-2,2400.0,2400.0,2400.0
2026-06-16,Andhra Pradesh,East Godavari,Kovvur APMC,Paddy(Common),MTU-1010,Grade Range-2,2400.0,2400.0,2400.0
2026-06-30,Andhra Pradesh,East Godavari,Kovvur APMC,Paddy(Common),MTU-1010,Grade Range-2,2400.0,2400.0,2400.0
2026-06-04,Andhra Pradesh,East Godavari,Kovvur APMC,Paddy(Common),MTU-1010,Grade Range-2,2400.0,2400.0,2400.0
2026-06-02,Andhra Pradesh,SPSR Nellore,Atmakur (SPSR Nellore District) APMC,Paddy(Common),Nellore Sanna,FAQ,2300.0,2400.0,2369.0
2026-06-09,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2380.0,2369.0
2026-06-11,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2384.0,2369.0
2026-06-15,Andhra Pradesh,Dr.B.R.A.Konaseema,Alamuru APMC,Paddy(Common),Paddy,FAQ,2369.0,2383.0,2370.0
2026-06-24,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2394.0,2369.0
2026-06-30,Andhra Pradesh,Dr.B.R.A.Konaseema,Ramachandrapuram APMC,Paddy(Common),Paddy,FAQ,2369.0,2400.0,2369.0
2026-07-17,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-02,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2390.0,2390.0,2390.0
2026-07-04,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-02,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-07-20,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-09,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2390.0,2390.0,2390.0
2026-07-10,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-07-23,Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),1001,FAQ,2369.0,2389.0,2379.0
2026-07-08,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-23,Andhra Pradesh,Kakinada,Prattipadu APMC,Paddy(Common),1001,FAQ,2369.0,2380.0,2380.0
2026-07-15,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,FAQ,2369.0,2468.0,2369.0
2026-07-13,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-07-16,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-28,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-07-17,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-27,Andhra Pradesh,Polavaram,Rampachodvaram APMC,Paddy(Common),1001,Grade Range-2,2369.0,2389.0,2379.0
2026-07-14,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-31,Andhra Pradesh,Kakinada,Pithapuram APMC,Paddy(Common),1001,FAQ,2369.0,2389.0,2379.0
2026-07-30,Andhra Pradesh,Srikakulam,Srikakulam APMC,Paddy(Common),1001,FAQ,2400.0,2400.0,2400.0
2026-07-20,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-19,Andhra Pradesh,Vijayanagaram,Kothavalasa APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-21,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,FAQ,2369.0,2468.0,2369.0
2026-07-24,Andhra Pradesh,West Godavari,Bhimavaram APMC,Paddy(Common),1001,Grade Range-1,2370.0,2370.0,2370.0
2026-07-25,Andhra Pradesh,Eluru,Ungatur APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-23,Andhra Pradesh,Krishna,Gannavaram APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-23,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-07-27,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-23,Andhra Pradesh,Krishna,Ghantsala (HQ-Kodali) APMC,Paddy(Common),1001,FAQ,2350.0,2350.0,2350.0
2026-07-24,Andhra Pradesh,NTR,Vijayawada APMC,Paddy(Common),1001,Local,2369.0,2369.0,2369.0
2026-07-29,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-25,Andhra Pradesh,Anakapally,Narsipatnam APMC,Paddy(Common),1001,Local,2390.0,2450.0,2400.0
2026-07-25,Andhra Pradesh,Eluru,Polavaram APMC,Paddy(Common),1001,Local,2445.0,2445.0,2445.0
2026-07-29,Andhra Pradesh,East Godavari,Mandapeta APMC,Paddy(Common),1001,FAQ,2369.0,2400.0,2389.0
2026-07-25,Andhra Pradesh,NTR,Vijayawada APMC,Paddy(Common),1001,Local,2300.0,2369.0,2369.0
2026-07-26,Andhra Pradesh,NTR,Mylavaram APMC,Paddy(Common),1001,FAQ,2369.0,2369.0,2369.0
2026-07-30,Andhra Pradesh,Krishna,Ghantsala (HQ-Kodali) APMC,Paddy(Common),1001,Local,2200.0,2400.0,2300.0
2026-07-24,Andhra Pradesh,Kakinada,Peddapuram APMC,Paddy(Common),1001,FAQ,2369.0,2400.0,2380.0
2026-07-31,Andhra Pradesh,Dr.B.R.A.Konaseema,Amalapuram APMC,Paddy(Common),1001,FAQ,2369.0,2468.0,2369.0
2026-07-27,Andhra Pradesh,Srikakulam,Srikakulam APMC,Paddy(Common),1001,FAQ,2400.0,2400.0,2400.0
2026-07-27,Andhra Pradesh,Guntur,Prathipadu APMC,Paddy(Common),1001,Grade Range-1,2200.0,2425.0,2300.0
