date,District,rainfall_mm,temp_max,temp_min,humidity,week_of_year,rainfall_7d,rainfall_anomaly_7d,heavy_rain_flag,dry_spell_flag
2021-03-13,Nandyal,0.0,36.8,19.6,35,10,0.0,-0.028571428571429257,0,0
2021-03-14,Nandyal,0.0,37.5,21.0,33,10,0.0,-0.028571428571429257,0,0
2021-03-15,Nandyal,0.0,38.1,21.5,34,11,0.0,-2.8880952380952385,0,0
2021-03-16,Nandyal,0.0,38.7,21.0,44,11,0.0,-2.8880952380952385,0,0
2021-03-17,Nandyal,0.0,39.0,22.4,46,11,0.0,-2.8880952380952385,0,0
2021-03-18,Nandyal,0.0,38.2,22.4,43,11,0.0,-2.8880952380952385,0,0
2021-03-19,Nandyal,0.0,38.8,23.1,38,11,0.0,-2.8880952380952385,0,0
2021-03-20,Nandyal,0.0,38.5,21.3,44,11,0.0,-2.8880952380952385,0,0
2021-03-21,Nandyal,0.0,39.2,21.7,38,11,0.0,-2.8880952380952385,0,0
2021-03-22,Nandyal,0.0,39.0,23.7,36,12,0.0,-7.285714285714291,0,0
2021-03-23,Nandyal,0.0,38.9,22.4,35,12,0.0,-7.285714285714291,0,0
2021-03-24,Nandyal,0.0,39.2,23.2,32,12,0.0,-7.285714285714291,0,0
2021-03-25,Nandyal,0.0,40.3,24.0,33,12,0.0,-7.285714285714291,0,0
2021-03-26,Nandyal,0.0,40.6,24.3,32,12,0.0,-7.285714285714291,0,0
2021-03-27,Nandyal,0.0,40.6,24.2,36,12,0.0,-7.285714285714291,0,0
2021-03-28,Nandyal,0.0,39.2,25.4,39,12,0.0,-7.285714285714291,0,0
2021-03-29,Nandyal,0.0,40.3,25.4,38,13,0.0,-0.3833333333333404,0,0
2021-03-30,Nandyal,0.0,41.5,25.0,36,13,0.0,-0.3833333333333404,0,0
2021-03-31,Nandyal,0.0,42.6,25.7,22,13,0.0,-0.3833333333333404,0,0
2021-04-01,Nandyal,0.0,42.1,25.4,17,13,0.0,-0.3833333333333404,0,0
2021-04-02,Nandyal,0.0,41.7,26.2,23,13,0.0,-0.3833333333333404,0,0
2021-04-03,Nandyal,0.0,42.4,25.0,26,13,0.0,-0.3833333333333404,0,0
2021-04-04,Nandyal,0.0,40.4,27.0,39,13,0.0,-0.3833333333333404,0,0
2021-04-05,Nandyal,0.0,39.6,26.3,47,14,0.0,-2.354761904761907,0,0
2021-04-06,Nandyal,0.0,39.6,25.1,45,14,0.0,-2.354761904761907,0,0
2021-04-07,Nandyal,0.0,39.3,24.7,44,14,0.0,-2.354761904761907,0,0
2021-04-08,Nandyal,0.0,40.2,25.0,40,14,0.0,-2.354761904761907,0,0
2021-04-09,Nandyal,0.0,39.1,25.8,41,14,0.0,-2.354761904761907,0,0
2021-04-10,Nandyal,0.0,38.1,24.5,47,14,0.0,-2.354761904761907,0,0
2021-04-11,Nandyal,0.0,38.2,24.7,51,14,0.0,-2.354761904761907,0,0
2021-04-12,Nandyal,0.0,39.0,24.5,48,15,0.0,-3.68571428571429,0,0
2021-04-13,Nandyal,0.0,39.0,26.1,47,15,0.0,-3.68571428571429,0,0
2021-04-14,Nandyal,0.6,37.6,26.1,50,15,0.0,-3.68571428571429,0,0
2021-04-15,Nandyal,3.2,35.1,23.6,63,15,0.6,-3.08571428571429,0,0
2021-04-16,Nandyal,0.0,36.5,24.3,51,15,3.8000000000000003,0.11428571428571033,0,0
2021-04-17,Nandyal,0.0,37.9,24.0,53,15,3.8000000000000003,0.11428571428571033,0,0
2021-04-18,Nandyal,0.0,38.3,25.1,50,15,3.8000000000000003,0.11428571428571033,0,0
2021-04-19,Nandyal,0.0,38.9,25.6,45,16,3.8000000000000003,3.028571428571423,0,0
2021-04-20,Nandyal,0.0,38.6,27.2,50,16,3.8000000000000003,3.028571428571423,0,0
2021-04-21,Nandyal,0.5,38.3,27.9,54,16,3.8000000000000003,3.028571428571423,0,0
2021-04-22,Nandyal,0.3,37.1,27.5,53,16,3.7,2.928571428571423,0,0
2021-04-23,Nandyal,0.3,37.3,27.2,58,16,0.8,0.02857142857142303,0,0
2021-04-24,Nandyal,0.0,37.6,26.6,55,16,1.1,0.3285714285714231,0,0
2021-04-25,Nandyal,0.0,38.6,26.6,49,16,1.1,0.3285714285714231,0,0
2021-04-26,Nandyal,0.0,38.0,24.8,47,17,1.1,-1.688095238095244,0,0
2021-04-27,Nandyal,0.0,38.3,25.4,46,17,1.1,-1.688095238095244,0,0
2021-04-28,Nandyal,0.5,38.4,26.7,46,17,1.1,-1.688095238095244,0,0
2021-04-29,Nandyal,0.1,38.0,27.0,49,17,1.1,-1.688095238095244,0,0
2021-04-30,Nandyal,0.0,38.5,25.8,47,17,0.8999999999999999,-1.8880952380952443,0,0
2021-05-01,Nandyal,0.0,38.5,25.4,49,17,0.6,-2.188095238095244,0,0
2021-05-02,Nandyal,0.0,37.8,24.5,51,17,0.6,-2.188095238095244,0,0
2021-05-03,Nandyal,0.0,37.5,25.1,53,18,0.6,-3.7261904761904776,0,0
2021-05-04,Nandyal,0.0,37.8,26.1,51,18,0.6,-3.7261904761904776,0,0
2021-05-05,Nandyal,0.0,38.5,26.8,51,18,0.6,-3.7261904761904776,0,0
2021-05-06,Nandyal,0.0,38.6,27.9,50,18,0.1,-4.226190476190478,0,0
2021-05-07,Nandyal,0.0,37.6,27.2,53,18,0.0,-4.326190476190478,0,0
2021-05-08,Nandyal,0.0,38.9,27.3,51,18,0.0,-4.326190476190478,0,0
2021-05-09,Nandyal,0.0,38.3,26.9,51,18,0.0,-4.326190476190478,0,0
2021-05-10,Nandyal,0.1,38.0,27.8,53,19,0.0,-10.166666666666675,0,0
2021-05-11,Nandyal,0.1,39.1,28.8,51,19,0.1,-10.066666666666675,0,0
2021-05-12,Nandyal,0.1,38.7,27.8,50,19,0.2,-9.966666666666676,0,0
2021-05-13,Nandyal,0.3,39.3,29.0,52,19,0.30000000000000004,-9.866666666666674,0,0
2021-05-14,Nandyal,1.6,39.5,27.5,52,19,0.6,-9.566666666666675,0,0
2021-05-15,Nandyal,6.8,37.7,27.9,63,19,2.2,-7.966666666666675,0,0
2021-05-16,Nandyal,0.3,35.6,27.4,59,19,9.0,-1.166666666666675,0,0
2021-05-17,Nandyal,0.3,39.4,27.5,50,20,9.3,-8.040476190476198,0,0
2021-05-18,Nandyal,4.0,39.7,26.1,52,20,9.5,-7.840476190476199,0,0
2021-05-19,Nandyal,3.8,39.5,26.6,53,20,13.4,-3.9404761904761987,0,0
2021-05-20,Nandyal,14.4,34.4,25.0,78,20,17.099999999999998,-0.24047619047620117,0,0
2021-05-21,Nandyal,4.0,34.4,24.9,77,20,31.2,13.8595238095238,0,0
2021-05-22,Nandyal,1.6,32.6,25.3,77,20,33.6,16.259523809523802,0,0
2021-05-23,Nandyal,0.0,35.6,25.6,65,20,28.400000000000002,11.059523809523803,0,0
2021-05-24,Nandyal,0.1,34.0,26.0,67,21,28.1,5.990476190476183,0,0
2021-05-25,Nandyal,0.0,35.4,26.9,61,21,27.9,5.790476190476181,0,0
2021-05-26,Nandyal,0.0,35.8,26.0,58,21,23.9,1.7904761904761806,0,0
2021-05-27,Nandyal,0.0,35.9,26.8,54,21,20.1,-2.0095238095238166,0,0
2021-05-28,Nandyal,0.0,35.7,25.1,58,21,5.7,-16.40952380952382,0,0
2021-05-29,Nandyal,0.0,36.3,26.4,61,21,1.7000000000000002,-20.40952380952382,0,0
2021-05-30,Nandyal,0.6,37.2,27.1,55,21,0.1,-22.009523809523817,0,0
2021-05-31,Nandyal,0.6,37.3,27.6,56,22,0.7,-18.3404761904762,0,0
2021-06-01,Nandyal,1.4,36.4,25.8,64,22,1.2,-17.8404761904762,0,0
2021-06-02,Nandyal,0.8,36.1,25.8,66,22,2.5999999999999996,-16.440476190476197,0,0
2021-06-03,Nandyal,25.2,31.1,25.5,81,22,3.4,-15.640476190476198,0,0
2021-06-04,Nandyal,2.5,32.7,24.8,77,22,28.599999999999998,9.5595238095238,0,0
2021-06-05,Nandyal,16.7,33.5,25.0,75,22,31.099999999999998,12.0595238095238,0,0
2021-06-06,Nandyal,8.0,31.4,24.3,77,22,47.8,28.7595238095238,1,0
2021-06-07,Nandyal,0.3,33.8,25.3,69,23,55.199999999999996,28.609523809523797,1,0
2021-06-08,Nandyal,0.1,34.3,25.7,59,23,54.89999999999999,28.309523809523792,1,0
2021-06-09,Nandyal,2.8,34.6,26.1,65,23,53.599999999999994,27.009523809523795,1,0
2021-06-10,Nandyal,0.1,33.9,26.3,59,23,55.6,29.009523809523802,1,0
2021-06-11,Nandyal,0.0,34.0,26.6,55,23,30.5,3.909523809523801,0,0
2021-06-12,Nandyal,3.8,33.1,26.5,64,23,28.0,1.409523809523801,0,0
2021-06-13,Nandyal,2.1,33.6,26.2,63,23,15.1,-11.4904761904762,0,0
2021-06-14,Nandyal,3.1,32.2,25.7,67,24,9.2,-20.30238095238096,0,0
2021-06-15,Nandyal,1.3,33.7,25.0,67,24,12.0,-17.50238095238096,0,0
2021-06-16,Nandyal,0.4,33.6,25.5,60,24,13.2,-16.30238095238096,0,0
2021-06-17,Nandyal,1.9,33.3,25.4,62,24,10.8,-18.70238095238096,0,0
2021-06-18,Nandyal,0.4,35.8,26.6,56,24,12.600000000000001,-16.90238095238096,0,0
2021-06-19,Nandyal,0.1,35.0,26.2,59,24,13.000000000000002,-16.50238095238096,0,0
2021-06-20,Nandyal,0.4,34.8,24.6,59,24,9.3,-20.20238095238096,0,0
2021-06-21,Nandyal,0.0,36.5,25.2,53,25,7.6000000000000005,-11.066666666666674,0,0
2021-06-22,Nandyal,0.0,37.1,27.2,49,25,4.5,-14.166666666666675,0,0
2021-06-23,Nandyal,0.1,37.1,27.7,48,25,3.2,-15.466666666666676,0,0
2021-06-24,Nandyal,0.9,35.3,24.9,62,25,2.9,-15.766666666666675,0,0
2021-06-25,Nandyal,1.1,32.4,25.1,62,25,1.9,-16.766666666666676,0,0
2021-06-26,Nandyal,13.5,35.3,25.3,62,25,2.6,-16.066666666666674,0,0
2021-06-27,Nandyal,15.0,29.3,24.3,80,25,16.0,-2.666666666666675,0,0
2021-06-28,Nandyal,1.7,32.8,24.0,70,26,30.6,5.049999999999994,0,0
2021-06-29,Nandyal,0.1,34.5,25.1,66,26,32.3,6.749999999999989,0,0
2021-06-30,Nandyal,0.3,35.5,25.9,62,26,32.4,6.849999999999991,0,0
2021-07-01,Nandyal,10.0,35.7,26.4,68,26,32.6,7.049999999999994,0,0
2021-07-02,Nandyal,11.1,32.4,24.8,77,26,41.7,16.149999999999995,1,0
2021-07-03,Nandyal,1.0,34.4,24.0,73,26,51.699999999999996,26.149999999999988,1,0
2021-07-04,Nandyal,1.9,32.2,24.7,75,26,39.199999999999996,13.649999999999988,0,0
2021-07-05,Nandyal,5.6,33.5,24.6,75,27,26.099999999999998,-11.902380952380962,0,0
2021-07-06,Nandyal,10.2,32.8,24.1,77,27,30.0,-8.00238095238096,0,0
2021-07-07,Nandyal,36.1,33.8,25.1,83,27,40.1,2.097619047619041,1,0
2021-07-08,Nandyal,4.7,30.9,25.0,84,27,75.9,37.897619047619045,1,0
2021-07-09,Nandyal,14.0,30.8,24.6,85,27,70.6,32.597619047619034,1,0
2021-07-10,Nandyal,6.0,32.2,24.7,78,27,73.5,35.49761904761904,1,0
2021-07-11,Nandyal,8.6,30.5,25.0,79,27,78.5,40.49761904761904,1,0
2021-07-12,Nandyal,19.5,29.7,24.4,86,28,85.2,35.80714285714285,1,0
2021-07-13,Nandyal,16.3,28.9,23.2,86,28,99.1,49.70714285714284,1,0
2021-07-14,Nandyal,43.4,27.2,24.0,91,28,105.2,55.80714285714285,1,0
2021-07-15,Nandyal,23.8,30.2,23.4,84,28,112.49999999999999,63.10714285714283,1,0
2021-07-16,Nandyal,30.6,29.8,23.9,87,28,131.6,82.20714285714284,1,0
2021-07-17,Nandyal,17.6,31.4,24.1,84,28,148.2,98.80714285714284,1,0
2021-07-18,Nandyal,18.7,29.1,24.4,88,28,159.8,110.40714285714286,1,0
2021-07-19,Nandyal,14.8,31.3,24.0,79,29,169.9,116.15714285714286,1,0
2021-07-20,Nandyal,6.5,31.1,24.6,77,29,165.20000000000002,111.45714285714287,1,0
2021-07-21,Nandyal,10.5,28.4,24.3,82,29,155.4,101.65714285714286,1,0
2021-07-22,Nandyal,35.5,26.2,23.7,89,29,122.5,68.75714285714285,1,0
2021-07-23,Nandyal,11.1,28.9,23.2,85,29,134.2,80.45714285714284,1,0
2021-07-24,Nandyal,1.1,32.3,24.1,76,29,114.69999999999999,60.95714285714284,1,0
2021-07-25,Nandyal,0.9,32.4,24.5,71,29,98.2,44.457142857142856,1,0
2021-07-26,Nandyal,0.2,32.1,24.3,69,30,80.39999999999999,6.519047619047598,1,0
2021-07-27,Nandyal,0.0,31.3,23.8,68,30,65.8,-8.080952380952397,1,0
2021-07-28,Nandyal,0.0,31.9,23.7,66,30,59.3,-14.580952380952397,1,0
2021-07-29,Nandyal,0.1,31.0,24.8,67,30,48.8,-25.080952380952397,1,0
2021-07-30,Nandyal,0.1,30.8,25.0,67,30,13.4,-60.480952380952395,0,0
2021-07-31,Nandyal,0.0,30.2,25.4,69,30,2.4000000000000004,-71.48095238095239,0,0
2021-08-01,Nandyal,0.2,31.9,24.2,66,30,1.3,-72.5809523809524,0,0
2021-08-02,Nandyal,1.5,32.4,24.6,65,31,0.6000000000000001,-34.978571428571435,0,1
2021-08-03,Nandyal,3.7,32.3,24.3,68,31,1.9000000000000001,-33.67857142857144,0,0
2021-08-04,Nandyal,2.8,33.3,24.8,71,31,5.6000000000000005,-29.978571428571435,0,0
2021-08-05,Nandyal,3.1,32.7,24.7,69,31,8.4,-27.178571428571438,0,0
2021-08-06,Nandyal,1.1,32.4,24.6,70,31,11.4,-24.178571428571438,0,0
2021-08-07,Nandyal,2.9,32.3,24.1,73,31,12.400000000000002,-23.178571428571434,0,0
2021-08-08,Nandyal,1.6,33.0,25.1,74,31,15.3,-20.278571428571436,0,0
2021-08-09,Nandyal,1.6,33.4,25.3,73,32,16.7,-12.528947368421061,0,0
2021-08-10,Nandyal,2.8,33.5,25.5,71,32,16.8,-12.42894736842106,0,0
2021-08-11,Nandyal,1.7,34.2,25.5,68,32,15.9,-13.32894736842106,0,0
2021-08-12,Nandyal,6.1,32.3,25.3,74,32,14.8,-14.42894736842106,0,0
2021-08-13,Nandyal,0.6,31.0,24.8,79,32,17.8,-11.42894736842106,0,0
2021-08-14,Nandyal,0.0,31.1,25.6,73,32,17.299999999999997,-11.928947368421063,0,0
2021-08-15,Nandyal,7.6,28.9,24.4,83,32,14.4,-14.82894736842106,0,0
2021-08-16,Nandyal,11.9,28.0,24.2,87,33,20.4,-11.02000000000001,0,0
2021-08-17,Nandyal,6.9,28.5,24.0,89,33,30.7,-0.7200000000000095,0,0
2021-08-18,Nandyal,8.3,31.4,23.6,80,33,34.8,3.3799999999999883,0,0
2021-08-19,Nandyal,1.2,31.1,24.9,73,33,41.400000000000006,9.979999999999997,1,0
2021-08-20,Nandyal,0.2,31.2,23.5,76,33,36.5,5.079999999999991,0,0
2021-08-21,Nandyal,4.7,30.3,24.7,82,33,36.1,4.679999999999993,0,0
2021-08-22,Nandyal,4.3,31.5,23.6,83,33,40.800000000000004,9.379999999999995,1,0
2021-08-23,Nandyal,1.5,32.5,23.3,78,34,37.5,-4.28857142857143,0,0
2021-08-24,Nandyal,6.7,32.1,23.4,81,34,27.1,-14.688571428571429,0,0
2021-08-25,Nandyal,6.6,31.7,24.1,82,34,26.900000000000002,-14.888571428571428,0,0
2021-08-26,Nandyal,6.3,31.5,24.3,81,34,25.200000000000003,-16.588571428571427,0,0
2021-08-27,Nandyal,11.9,30.9,24.8,85,34,30.299999999999997,-11.488571428571433,0,0
2021-08-28,Nandyal,32.6,29.1,24.2,90,34,42.0,0.21142857142856997,1,0
2021-08-29,Nandyal,14.2,29.5,23.7,87,34,69.9,28.111428571428576,1,0
2021-08-30,Nandyal,7.5,28.4,23.2,85,35,79.8,28.688571428571414,1,0
2021-08-31,Nandyal,1.7,31.1,22.7,80,35,85.8,34.688571428571414,1,0
2021-09-01,Nandyal,5.0,31.3,23.9,83,35,80.8,29.688571428571414,1,0
2021-09-02,Nandyal,14.9,31.2,24.2,84,35,79.2,28.08857142857142,1,0
2021-09-03,Nandyal,15.8,30.8,24.0,86,35,87.80000000000001,36.68857142857143,1,0
2021-09-04,Nandyal,32.2,29.6,23.8,86,35,91.7,40.58857142857142,1,0
2021-09-05,Nandyal,11.4,28.8,24.1,86,35,91.30000000000001,40.18857142857143,1,0
2021-09-06,Nandyal,14.2,27.1,23.6,88,36,88.5,10.605714285714285,1,0
2021-09-07,Nandyal,3.7,30.3,23.7,78,36,95.2,17.305714285714288,1,0
2021-09-08,Nandyal,1.1,32.0,23.7,72,36,97.2,19.305714285714288,1,0
2021-09-09,Nandyal,0.6,31.9,23.2,75,36,93.3,15.405714285714282,1,0
2021-09-10,Nandyal,0.3,31.4,24.1,73,36,79.0,1.105714285714285,1,0
2021-09-11,Nandyal,0.8,31.2,24.6,73,36,63.5,-14.394285714285715,1,0
2021-09-12,Nandyal,5.5,32.3,24.2,78,36,32.1,-45.794285714285714,0,0
2021-09-13,Nandyal,1.5,31.8,24.3,74,37,26.200000000000003,-9.062857142857148,0,0
2021-09-14,Nandyal,1.2,32.5,24.4,72,37,13.5,-21.76285714285715,0,0
2021-09-15,Nandyal,1.1,31.7,23.4,74,37,11.0,-24.26285714285715,0,0
2021-09-16,Nandyal,0.9,32.2,23.9,74,37,11.0,-24.26285714285715,0,0
2021-09-17,Nandyal,0.4,32.2,23.6,76,37,11.299999999999999,-23.962857142857153,0,0
2021-09-18,Nandyal,0.3,32.2,23.5,74,37,11.399999999999999,-23.862857142857152,0,0
2021-09-19,Nandyal,0.0,33.4,23.2,72,37,10.9,-24.362857142857152,0,0
2021-09-20,Nandyal,1.3,32.3,24.8,75,38,5.4,-16.642857142857153,0,0
2021-09-21,Nandyal,12.6,29.4,24.4,81,38,5.2,-16.842857142857152,0,0
2021-09-22,Nandyal,8.2,31.2,24.1,82,38,16.6,-5.44285714285715,0,0
2021-09-23,Nandyal,4.1,30.6,24.5,83,38,23.7,1.6571428571428477,0,0
2021-09-24,Nandyal,11.6,30.9,24.2,86,38,26.9,4.857142857142847,0,0
2021-09-25,Nandyal,6.2,31.7,24.5,81,38,38.099999999999994,16.057142857142843,0,0
2021-09-26,Nandyal,7.5,31.3,23.8,78,38,44.0,21.95714285714285,1,0
2021-09-27,Nandyal,2.5,27.9,25.3,79,39,51.5,0.15428571428570592,1,0
2021-09-28,Nandyal,1.3,31.8,24.3,73,39,52.699999999999996,1.3542857142857017,1,0
2021-09-29,Nandyal,0.5,28.3,23.4,80,39,41.4,-9.945714285714295,1,0
2021-09-30,Nandyal,9.7,30.5,23.7,86,39,33.7,-17.64571428571429,0,0
2021-10-01,Nandyal,8.9,31.7,23.7,84,39,39.3,-12.045714285714297,0,0
2021-10-02,Nandyal,0.6,31.2,23.0,81,39,36.6,-14.745714285714293,0,0
2021-10-03,Nandyal,1.7,31.8,23.5,81,39,31.0,-20.345714285714294,0,0
2021-10-04,Nandyal,6.5,33.3,23.8,83,40,25.2,-21.588571428571438,0,0
2021-10-05,Nandyal,0.3,32.6,23.6,78,40,29.2,-17.588571428571438,0,0
2021-10-06,Nandyal,7.6,30.2,24.5,84,40,28.2,-18.588571428571438,0,0
2021-10-07,Nandyal,8.3,31.8,24.6,82,40,35.3,-11.48857142857144,0,0
2021-10-08,Nandyal,6.0,31.7,23.7,80,40,33.9,-12.888571428571439,0,0
2021-10-09,Nandyal,16.2,30.9,24.2,86,40,31.0,-15.788571428571437,0,0
2021-10-10,Nandyal,6.3,30.3,23.8,86,40,46.6,-0.18857142857143572,1,0
2021-10-11,Nandyal,0.3,31.7,23.7,79,41,51.199999999999996,23.279999999999983,1,0
2021-10-12,Nandyal,0.0,32.0,22.8,78,41,45.0,17.079999999999988,1,0
2021-10-13,Nandyal,0.0,31.4,22.5,78,41,44.7,16.77999999999999,1,0
2021-10-14,Nandyal,0.0,32.5,23.1,75,41,37.1,9.179999999999989,0,0
2021-10-15,Nandyal,0.0,32.7,23.7,72,41,28.800000000000004,0.8799999999999919,0,0
2021-10-16,Nandyal,0.1,32.3,23.1,75,41,22.800000000000004,-5.120000000000008,0,0
2021-10-17,Nandyal,0.5,33.6,23.6,75,41,6.7,-21.220000000000013,0,0
2021-10-18,Nandyal,0.3,33.5,24.3,68,42,0.9,-30.22000000000001,0,0
2021-10-19,Nandyal,0.3,33.2,22.8,69,42,0.9000000000000001,-30.22000000000001,0,0
2021-10-20,Nandyal,3.6,33.8,23.8,74,42,1.2000000000000002,-29.92000000000001,0,0
2021-10-21,Nandyal,0.4,32.0,23.5,78,42,4.800000000000001,-26.320000000000007,0,0
2021-10-22,Nandyal,0.1,33.4,23.1,69,42,5.2,-25.92000000000001,0,0
2021-10-23,Nandyal,3.5,33.4,23.6,75,42,5.300000000000001,-25.820000000000007,0,0
