date,state,District,Market,commodity,variety,grade,min_price,max_price,modal_price,weighted_avg_modal_price,day_of_week,month,week_of_year,arrival_qty_mt,arrival_lag_1,arrival_7d_mean,arrival_change_pct,is_likely_non_trading_day,rainfall,temp_max,temp_min,humidity,temp_avg,rainfall_7d,rainfall_anomaly_7d,heavy_rain_flag,dry_spell_flag,is_procurement_active,msp_value,msp_announced,msp_changed,procurement_started,procurement_ended,spread,log_spread,target_modal_price,target_min_price,target_max_price,target_spread,target_log_spread,target_return,target_min_return,target_max_return,lag_1,lag_3,lag_7,lag_14,min_price_lag_1,min_price_rolling_mean_7,max_price_lag_1,max_price_rolling_mean_7,spread_lag_1,spread_rolling_mean_7,spread_rolling_std_7,log_spread_lag_1,ret_1,ret_3,ret_7,ret_14,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_14,rolling_std_30,ratio_ma7,ratio_ma14,ratio_ma30,seasonal_ma_7,seasonal_ma_30,seasonal_trend,is_harvest_season,is_monsoon_season,mkt_Jaggampet,mkt_Kovvur,mkt_Kuchinapudi,mkt_Mylavaram,mkt_Nandigama,mkt_Polavaram,mkt_Rampachodvaram,mkt_Rapur,mkt_Tiruvuru,dist_Alluri Sitharama Raju,dist_Bapatla,dist_East Godavari,dist_Eluru,dist_Kakinada,dist_Krishna,dist_NTR,dist_Nellore,dist_SPSR Nellore
2025-11-22,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0,2377.0,5,11,47,6250.1,4941.3099999999995,1947.812857142857,1.3048552384239716,0,0.0,33.8,23.7,72.0,28.75,1.2,0.7428571428571428,0,0,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2397.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,-0.008343763002320554,2377.0,2379.8571428571427,2382.8823529411766,0.0,7.262730392025293,9.393364366277192,0.9999999957930163,0.9987994435490749,0.9975314085862316,2377.0,2382.8823529411766,-3.0252100840339153,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-22,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0,2450.0,5,11,47,6250.1,4941.3099999999995,1947.812857142857,1.3048552384239716,0,0.0,33.8,23.7,72.0,28.75,1.2,0.7428571428571428,0,0,1,2320.0,0,0,0,0,0.0,0.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.0,0.0,2450.0,2500.0,2500.0,2400.0,2450.0,2492.8571428571427,2450.0,2492.8571428571427,0.0,0.0,0.0,0.0,0.0,-0.019999999919999997,-0.019999999919999997,0.020833333246527776,2492.8571428571427,2446.4285714285716,2488.095238095238,18.89822365046358,60.33332321453748,91.08342591377685,0.9828080189801397,1.0014598499210399,0.9846889912577093,2492.8571428571427,2488.095238095238,-41.666666666666515,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-23,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,6,11,47,210.3,6250.1,2783.0699999999997,0.26486700895106785,1,0.2,33.0,23.5,72.0,28.25,1.2,0.7428571428571428,0,0,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2397.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,-0.008343763002320554,2377.0,2378.4285714285716,2382.5555555555557,0.0,5.345224838247866,9.217771979249491,0.9999999957930163,0.9993993591231931,0.9976682325332209,2377.0,2382.5555555555557,-4.126984126984098,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-23,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),,,2450.0,2450.0,2450.0,2450.0,6,11,47,210.3,6250.1,2783.0699999999997,0.26486700895106785,1,0.2,33.0,23.5,72.0,28.25,1.2,0.7428571428571428,0,0,1,2320.0,0,0,0,0,0.0,0.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.0,0.0,2450.0,2500.0,2500.0,2400.0,2450.0,2485.714285714286,2450.0,2485.714285714286,0.0,0.0,0.0,0.0,0.0,-0.019999999919999997,-0.019999999919999997,0.020833333246527776,2485.714285714286,2450.0,2486.3636363636365,24.397501823714887,58.83484054145487,89.2586106048014,0.9856321799428589,0.9999999959183673,0.9853747675176882,2485.714285714286,2486.3636363636365,-36.36363636363649,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-24,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0,2377.0,0,11,48,3551.01,210.3,2785.8842857142854,-0.9663525383593863,0,0.0,32.5,23.4,71.0,27.95,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2382.2631578947367,0.0,0.0,9.048278567177245,0.9999999957930163,0.9999999957930163,0.9977906857791081,2377.0,2382.2631578947367,-5.263157894736651,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-24,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2370.0,2500.0,2460.0,2450.0,0,11,48,3551.01,210.3,2785.8842857142854,-0.9663525383593863,0,0.0,32.5,23.4,71.0,27.95,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,130.0,4.875197323201151,2450.0,2370.0,2500.0,130.0,4.875197323201151,0.0,0.0,0.0,2450.0,2450.0,2450.0,2450.0,2370.0,2370.0,2500.0,2500.0,130.0,130.0,0.0,4.875197323201151,0.0,0.0,0.0,0.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.9999999959183673,0.9999999959183673,0.9999999959183673,2450.0,2450.0,0.0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-24,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),,,2450.0,2450.0,2450.0,2450.0,0,11,48,3551.01,210.3,2785.8842857142854,-0.9663525383593863,0,0.0,32.5,23.4,71.0,27.95,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,0.0,0.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.0,0.0,2450.0,2450.0,2500.0,2400.0,2450.0,2478.5714285714284,2450.0,2478.5714285714284,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999919999997,0.020833333246527776,2478.5714285714284,2453.5714285714284,2484.782608695652,26.726124191243784,57.05694090550657,87.53542478839853,0.9884726184903122,0.9985443918545498,0.9860017458131163,2478.5714285714284,2484.782608695652,-31.211180124223574,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-25,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0,2377.0,1,11,48,6323.6,3551.01,3266.1857142857143,15.885449358059915,0,0.0,32.1,22.5,67.0,27.3,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2382.0,0.0,0.0,8.885233166386362,0.9999999957930163,0.9999999957930163,0.9979009194042782,2377.0,2382.0,-5.0,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-25,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2370.0,2500.0,2460.0,2450.0,1,11,48,6323.6,3551.01,3266.1857142857143,15.885449358059915,0,0.0,32.1,22.5,67.0,27.3,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,130.0,4.875197323201151,2450.0,2370.0,2500.0,130.0,4.875197323201151,0.0,0.0,0.0,2450.0,2450.0,2450.0,2450.0,2370.0,2370.0,2500.0,2500.0,130.0,130.0,0.0,4.875197323201151,0.0,0.0,0.0,0.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.9999999959183673,0.9999999959183673,0.9999999959183673,2450.0,2450.0,0.0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-25,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),,,2450.0,2450.0,2450.0,2450.0,1,11,48,6323.6,3551.01,3266.1857142857143,15.885449358059915,0,0.0,32.1,22.5,67.0,27.3,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,0.0,0.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.0,0.0,2450.0,2450.0,2500.0,2400.0,2450.0,2471.4285714285716,2450.0,2471.4285714285716,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999919999997,0.020833333246527776,2471.4285714285716,2457.1428571428573,2483.3333333333335,26.726124191243784,54.97252060782723,85.90523933339303,0.9913294757576263,0.9970930191978771,0.9865771772352595,2471.4285714285716,2483.3333333333335,-26.190476190476147,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-26,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,2,11,48,3420.4,6323.6,4088.7285714285717,0.7807891276003165,0,0.0,31.5,21.2,67.0,26.35,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2381.7619047619046,0.0,0.0,8.728715609439682,0.9999999957930163,0.9999999957930163,0.9980006755787004,2377.0,2381.7619047619046,-4.761904761904589,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-26,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram,Paddy(Common),,,2370.0,2370.0,2370.0,2370.0,2,11,48,3420.4,6323.6,4088.7285714285717,0.7807891276003165,0,0.0,31.5,21.2,67.0,26.35,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,0.0,0.0,2370.0,2370.0,2370.0,0.0,0.0,0.0,0.0,0.0,2370.0,2370.0,2370.0,2360.0,2370.0,2370.0,2370.0,2370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042372881176386094,2370.0,2369.285714285714,2369.285714285714,0.0,2.6726124191242246,2.6726124191242246,0.9999999957805906,1.0003014730165147,1.0003014730165147,2370.0,2369.285714285714,0.0,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2025-11-26,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2370.0,2500.0,2460.0,2450.0,2,11,48,3420.4,6323.6,4088.7285714285717,0.7807891276003165,0,0.0,31.5,21.2,67.0,26.35,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,130.0,4.875197323201151,2450.0,2370.0,2500.0,130.0,4.875197323201151,0.0,0.0,0.0,2450.0,2450.0,2450.0,2450.0,2370.0,2370.0,2500.0,2500.0,130.0,130.0,0.0,4.875197323201151,0.0,0.0,0.0,0.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.9999999959183673,0.9999999959183673,0.9999999959183673,2450.0,2450.0,0.0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-26,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0,2450.0,2,11,48,3420.4,6323.6,4088.7285714285717,0.7807891276003165,0,0.0,31.5,21.2,67.0,26.35,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,0.0,0.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.0,0.0,2450.0,2450.0,2500.0,2350.0,2450.0,2464.285714285714,2450.0,2464.285714285714,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999919999997,0.04255319130828429,2464.285714285714,2460.714285714286,2482.0,24.397501823714883,52.5451140543912,84.36033823229177,0.9942028945162781,0.9956458595242257,0.987107167658714,2464.285714285714,2482.0,-21.28571428571422,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-27,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0,2377.0,3,11,48,128.8,3420.4,3834.37,-0.45910557277500164,0,0.0,30.6,20.4,65.0,25.5,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2381.5454545454545,0.0,0.0,8.578640544577768,0.9999999957930163,0.9999999957930163,0.9980913803187368,2377.0,2381.5454545454545,-4.545454545454504,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-27,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0,2370.0,3,11,48,128.8,3420.4,3834.37,-0.45910557277500164,0,0.0,30.6,20.4,65.0,25.5,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,0.0,0.0,2370.0,2370.0,2370.0,0.0,0.0,0.0,0.0,0.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370.0,2370.0,2369.3333333333335,0.0,0.0,2.5819888974715917,0.9999999957805906,0.9999999957805906,1.0002813688789474,2370.0,2369.3333333333335,0.6666666666665151,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2025-11-27,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2370.0,2500.0,2460.0,2450.0,3,11,48,128.8,3420.4,3834.37,-0.45910557277500164,0,0.0,30.6,20.4,65.0,25.5,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,130.0,4.875197323201151,2450.0,2370.0,2500.0,130.0,4.875197323201151,0.0,0.0,0.0,2450.0,2450.0,2450.0,2450.0,2370.0,2370.0,2500.0,2500.0,130.0,130.0,0.0,4.875197323201151,0.0,0.0,0.0,0.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.9999999959183673,0.9999999959183673,0.9999999959183673,2450.0,2450.0,0.0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2025-11-27,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),Sona,Local,2450.0,2450.0,2450.0,2450.0,3,11,48,128.8,3420.4,3834.37,-0.45910557277500164,0,0.0,30.6,20.4,65.0,25.5,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,0.0,0.0,2450.0,2450.0,2450.0,0.0,0.0,0.0,0.0,0.0,2450.0,2450.0,2500.0,2350.0,2450.0,2457.1428571428573,2450.0,2457.1428571428573,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999919999997,0.04255319130828429,2457.1428571428573,2467.8571428571427,2480.769230769231,18.89822365046358,42.094869307054374,82.89381530237715,0.9970930191978771,0.9927641059627503,0.9875968952437953,2457.1428571428573,2480.769230769231,-12.912087912088282,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-11-28,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0,2377.0,4,11,48,2826.7999999999997,128.8,3546.502857142857,-0.9623435855455502,0,0.0,30.3,19.6,62.0,24.950000000000003,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2377.0,2377.0,2369.0,2369.0,2379.0,2379.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2377.0,2377.0,2381.3478260869565,0.0,0.0,8.434823356733006,0.9999999957930163,0.9999999957930163,0.9981742120907036,2377.0,2381.3478260869565,-4.347826086956502,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-11-28,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0,2370.0,4,11,48,2826.7999999999997,128.8,3546.502857142857,-0.9623435855455502,0,0.0,30.3,19.6,62.0,24.950000000000003,1.4,0.34285714285714275,0,0,1,2320.0,0,0,0,0,0.0,0.0,2370.0,2370.0,2370.0,0.0,0.0,0.0,0.0,0.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2370.0,2370.0,2369.375,0.0,0.0,2.49999999999998,0.9999999957805906,0.9999999957805906,1.0002637784214665,2370.0,2369.375,0.625,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
