date,state,District,Market,commodity,variety,grade,min_price,max_price,modal_price,weighted_avg_modal_price,day_of_week,month,week_of_year,arrival_qty_mt,arrival_lag_1,arrival_3d_mean,arrival_7d_mean,arrival_30d_mean,arrival_change_pct,is_likely_non_trading_day,rainfall,temp_max,temp_min,humidity,temp_avg,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,rainfall_30d,heavy_rain_days_7d,very_heavy_rain_days_7d,heavy_rain_flag,consecutive_dry_days,dry_spell_5d,dry_spell_flag,heat_stress_days_7d,cold_stress_days_7d,temp_diurnal,temp_diurnal_7d_mean,high_humidity_days_7d,rainfall_anomaly_7d,rainfall_zscore_7d,temp_max_zscore_7d,season_year,season_rainfall_cum,is_procurement_active,msp_value,msp_announced,msp_changed,procurement_started,procurement_ended,spread,log_spread,target_modal_price,target_min_price,target_max_price,target_spread,target_log_spread,target_return,target_min_return,target_max_return,lag_1,lag_3,lag_7,lag_14,min_price_lag_1,min_price_rolling_mean_7,max_price_lag_1,max_price_rolling_mean_7,spread_lag_1,spread_rolling_mean_7,spread_rolling_std_7,log_spread_lag_1,ret_1,ret_3,ret_7,ret_14,rolling_mean_3,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_3,rolling_std_7,rolling_std_14,rolling_std_30,ratio_ma7,ratio_ma14,ratio_ma30,seasonal_ma_7,seasonal_ma_30,seasonal_trend,is_harvest_season,is_monsoon_season,non_trading_lag1_interaction,rain_arrival_interaction,rain_harvest_interaction,heat_monsoon_interaction
2025-11-09,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2389.0,2399.0,2399.0,2397.0,6,11,45,0.0,0.0,446.7166666666667,608.78,608.78,-1.0,1,0.0,31.7,21.9,72.0,26.799999999999997,0.0,0.6000000000000001,28.5,28.5,28.5,1.0,0.0,0,3,0,0,0.0,0.0,9.8,8.175,2.0,5.860000000000003,0.4629291356351641,1.3996928334388592,2025,28.5,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,-0.008343763002320554,-0.008371703606648373,-0.008336806968166707,2397.0,2397.0,,,2389.0,2389.0,2399.0,2399.0,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,,,2397.0,2397.0,2397.0,,0.0,0.0,0.0,0.0,0.9999999958281184,0.9999999958281184,,2397.0,0.0,,1,0,2397.0,0.0,28.5,0.0
2025-11-09,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),,,2400.0,2400.0,2400.0,2400.0,6,11,45,0.0,0.0,446.7166666666667,746.8585714285715,732.3362500000001,-1.0,1,0.0,31.7,21.9,72.0,26.799999999999997,0.0,0.6000000000000001,34.199999999999996,34.4,34.4,1.0,0.0,0,3,0,0,0.0,0.0,9.8,8.17142857142857,3.0,13.757142857142853,0.7999061716562703,0.1921275552901727,2025,34.4,1,2320.0,0,0,0,0,0.0,0.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,2400.0,2600.0,2580.0,,2400.0,2414.285714285714,2400.0,2664.285714285714,0.0,250.0,175.59422921421233,0.0,0.0,-0.07692307662721894,-0.06976744159004868,,2466.6666666666665,2545.714285714286,2550.0,2550.0,115.47005383792528,108.29852920779412,100.99504938362082,100.99504938362082,0.9427609390576168,0.9411764668973471,0.9411764668973471,2545.714285714286,2550.0,0.0,1,0,2400.0,0.0,34.199999999999996,0.0
2025-11-10,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0,2377.0,0,11,46,311.47,0.0,218.20666666666668,487.024,487.024,0.0,0,0.3,31.2,22.1,74.0,26.65,0.0,0.2,28.5,28.5,28.5,1.0,0.0,0,4,0,0,0.0,0.0,9.099999999999998,8.5,2.0,15.785714285714286,1.053344864642892,0.7172660182819122,2025,28.5,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2397.0,2397.0,,,2389.0,2389.0,2399.0,2399.0,10.0,10.0,0.0,2.3978952727983707,-0.008343763002320554,-0.008343763002320554,,,2397.0,2397.0,2397.0,2397.0,0.0,0.0,0.0,0.0,0.9916562328257978,0.9916562328257978,0.9916562328257978,2397.0,2397.0,0.0,1,0,0.0,0.0,28.5,0.0
2025-11-10,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),Sona,Local,2400.0,2400.0,2400.0,2400.0,0,11,46,311.47,0.0,218.20666666666668,746.8585714285715,650.9655555555556,0.0,0,0.3,31.2,22.1,74.0,26.65,0.0,0.2,34.199999999999996,34.4,34.4,1.0,0.0,0,4,0,0,0.0,0.0,9.099999999999998,8.4,3.0,19.885714285714283,1.1646375867880938,0.7172660182819122,2025,34.4,1,2320.0,0,0,0,0,0.0,0.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,2400.0,2400.0,2690.0,,2400.0,2414.285714285714,2400.0,2621.4285714285716,0.0,207.14285714285714,196.6989481173608,0.0,0.0,0.0,-0.10780669104904575,,2400.0,2520.0,2533.3333333333335,2533.3333333333335,0.0,119.58260743101401,106.8877916321598,106.8877916321598,0.9523809486016628,0.9473684173130192,0.9473684173130192,2520.0,2533.3333333333335,0.0,1,0,0.0,0.0,34.199999999999996,0.0
2025-11-11,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),,,2369.0,2379.0,2379.0,2377.0,1,11,46,2422.2,311.47,103.82333333333334,457.76500000000004,457.76500000000004,0.0,0,0.1,31.5,22.7,77.0,27.1,0.3,0.3,28.799999999999997,28.799999999999997,28.799999999999997,1.0,0.0,0,5,1,0,0.0,0.0,8.8,8.6,2.0,16.085714285714282,1.0733631833374626,-0.06724368921392596,2025,28.799999999999997,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2397.0,,,2369.0,2385.6666666666665,2379.0,2395.6666666666665,10.0,10.0,0.0,2.3978952727983707,0.0,-0.008343763002320554,,,2390.3333333333335,2393.6666666666665,2393.6666666666665,2393.6666666666665,11.54700538379258,8.164965809277223,8.164965809277223,8.164965809277223,0.9930371773024488,0.9930371773024488,0.9930371773024488,2393.6666666666665,2393.6666666666665,0.0,1,0,0.0,0.0,28.799999999999997,0.0
2025-11-11,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2370.0,2500.0,2460.0,2450.0,1,11,46,2422.2,311.47,311.47,311.47,311.47,0.0,0,0.1,31.5,22.7,77.0,27.1,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0,1,0,0,0.0,0.0,8.8,9.099999999999998,0.0,-0.08571428571428574,-0.4597038436031065,-0.06724368921392596,2025,0.3,1,2320.0,0,0,0,0,130.0,4.875197323201151,2450.0,2370.0,2500.0,130.0,4.875197323201151,0.0,0.0,0.0,2450.0,,,,2370.0,,2500.0,,130.0,,0.0,4.875197323201151,0.0,,,,2450.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1,0,0.0,0.0,0.3,0.0
2025-11-11,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),Sona,Local,2400.0,2400.0,2400.0,2400.0,1,11,46,2422.2,311.47,103.82333333333334,573.8971428571429,617.016,0.0,0,0.1,31.5,22.7,77.0,27.1,0.3,0.3,34.3,34.699999999999996,34.699999999999996,1.0,0.0,0,5,1,0,0.0,0.0,8.8,8.499999999999998,3.0,19.985714285714284,1.1704942413193558,-0.06724368921392596,2025,34.699999999999996,1,2320.0,0,0,0,0,0.0,0.0,2350.0,2350.0,2350.0,0.0,0.0,-0.020833333246527776,-0.020833333246527776,-0.020833333246527776,2400.0,2400.0,2550.0,,2400.0,2400.0,2400.0,2557.1428571428573,0.0,157.14285714285714,198.80595947760102,0.0,0.0,0.0,-0.058823529181084196,,2400.0,2478.5714285714284,2520.0,2520.0,0.0,99.4029797388005,109.23979738782631,109.23979738782631,0.9682997079088772,0.9523809486016628,0.9523809486016628,2478.5714285714284,2520.0,0.0,1,0,0.0,0.0,34.3,0.0
2025-11-12,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0,2377.0,2,11,46,5055.54,2422.2,911.2233333333334,738.3985714285715,738.3985714285715,6.776671910617393,0,0.1,32.4,23.1,77.0,27.75,0.1,0.4,28.9,28.9,28.9,1.0,0.0,0,6,1,0,0.0,0.0,9.299999999999997,8.628571428571428,2.0,16.185714285714283,1.080035956235653,0.40346213528357805,2025,28.9,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2397.0,2397.0,,2369.0,2383.285714285714,2379.0,2393.285714285714,10.0,10.0,0.0,2.3978952727983707,0.0,-0.008343763002320554,-0.008343763002320554,,2383.6666666666665,2391.285714285714,2391.285714285714,2391.285714285714,11.54700538379258,9.75900072948528,9.75900072948528,9.75900072948528,0.9940259233178914,0.9940259233178914,0.9940259233178914,2391.285714285714,2391.285714285714,0.0,1,0,0.0,0.0,28.9,0.0
2025-11-12,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2370.0,2500.0,2460.0,2450.0,2,11,46,5055.54,2422.2,1366.835,1366.835,1366.835,6.776671910617393,0,0.1,32.4,23.1,77.0,27.75,0.1,0.4,0.4,0.4,0.4,0.0,0.0,0,2,0,0,0.0,0.0,9.299999999999997,8.95,0.0,0.01428571428571429,0.07661730726718442,0.40346213528357805,2025,0.4,1,2320.0,0,0,0,0,130.0,4.875197323201151,2450.0,2370.0,2500.0,130.0,4.875197323201151,0.0,0.0,0.0,2450.0,,,,2370.0,2370.0,2500.0,2500.0,130.0,130.0,0.0,4.875197323201151,0.0,,,,2450.0,2450.0,,,0.0,0.0,0.0,0.0,0.9999999959183673,,,2450.0,0.0,,1,0,0.0,0.0,0.4,0.0
2025-11-12,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),Sona,Local,2350.0,2350.0,2350.0,2350.0,2,11,46,5055.54,2422.2,911.2233333333334,738.3985714285715,781.1236363636364,6.776671910617393,0,0.1,32.4,23.1,77.0,27.75,0.1,0.4,28.9,34.8,34.8,1.0,0.0,0,6,1,0,0.0,0.0,9.299999999999997,8.628571428571428,2.0,14.585714285714285,0.8542348966312097,0.40346213528357805,2025,34.8,1,2320.0,0,0,0,0,0.0,0.0,2350.0,2350.0,2350.0,0.0,0.0,0.0,0.0,0.0,2400.0,2400.0,2600.0,,2400.0,2400.0,2400.0,2514.285714285714,0.0,114.28571428571429,195.18001458970664,0.0,-0.020833333246527776,-0.020833333246527776,-0.09615384578402367,,2400.0,2457.1428571428573,2509.090909090909,2509.090909090909,0.0,97.59000729485328,109.76835112677477,109.76835112677477,0.9563953449449025,0.9365941991657477,0.9365941991657477,2457.1428571428573,2509.090909090909,0.0,1,0,0.0,0.0,28.9,0.0
2025-11-13,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0,2377.0,3,11,46,1285.6999999999998,5055.54,2596.403333333333,1304.1942857142858,1278.04125,1.0871686896210058,0,0.0,31.5,21.9,65.0,26.7,0.1,0.5,1.1,29.0,29.0,0.0,0.0,0,7,1,0,0.0,0.0,9.600000000000001,8.957142857142857,1.0,-11.614285714285714,-0.7749949094612408,1.8155796087760845,2025,29.0,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2397.0,,2369.0,2380.4285714285716,2379.0,2390.4285714285716,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,-0.008343763002320554,,2377.0,2388.4285714285716,2389.5,2389.5,0.0,10.690449676496849,10.350983390135264,10.350983390135264,0.9952150206552394,0.9947687759164311,0.9947687759164311,2388.4285714285716,2389.5,0.0,1,0,0.0,0.0,1.1,0.0
2025-11-13,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0,2370.0,3,11,46,1285.6999999999998,5055.54,5055.54,5055.54,5055.54,0.0,0,0.0,31.5,21.9,65.0,26.7,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0,1,0,0,0.0,0.0,9.600000000000001,9.299999999999997,0.0,0.020000000000000004,0.4471136178556388,1.5622465930516236,2025,0.1,1,2320.0,0,0,0,0,0.0,0.0,2370.0,2370.0,2370.0,0.0,0.0,0.0,0.0,0.0,2360.0,,,,2360.0,,2360.0,,0.0,,0.0,0.0,0.0042372881176386094,,,,2360.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1,0,0.0,0.0,0.1,0.0
2025-11-13,Andhra Pradesh,Nellore,Rapur,Paddy(Common),,,2370.0,2500.0,2460.0,2450.0,3,11,46,1285.6999999999998,5055.54,2596.403333333333,2596.403333333333,2596.403333333333,1.0871686896210058,0,0.0,31.5,21.9,65.0,26.7,0.1,0.5,0.5,0.5,0.5,0.0,0.0,0,3,0,0,0.0,0.0,9.600000000000001,9.066666666666665,0.0,0.11428571428571427,0.612938458137475,1.8155796087760845,2025,0.5,1,2320.0,0,0,0,0,130.0,4.875197323201151,2450.0,2370.0,2500.0,130.0,4.875197323201151,0.0,0.0,0.0,2450.0,2450.0,,,2370.0,2370.0,2500.0,2500.0,130.0,130.0,0.0,4.875197323201151,0.0,0.0,,,2450.0,2450.0,2450.0,,0.0,0.0,0.0,0.0,0.9999999959183673,0.9999999959183673,,2450.0,0.0,,1,0,0.0,0.0,0.5,0.0
2025-11-13,Andhra Pradesh,Krishna,Tiruvuru,Paddy(Common),,,2350.0,2350.0,2350.0,2350.0,3,11,46,1285.6999999999998,5055.54,2596.403333333333,1304.1942857142858,1137.325,1.0871686896210058,0,0.0,31.5,21.9,65.0,26.7,0.1,0.5,1.1,34.9,34.9,0.0,0.0,0,7,1,0,0.0,0.0,9.600000000000001,8.957142857142856,1.0,-13.214285714285714,-0.773915063059617,1.8155796087760845,2025,34.9,1,2320.0,0,0,0,0,0.0,0.0,2500.0,2500.0,2500.0,0.0,0.0,0.06382978696242643,0.06382978696242643,0.06382978696242643,2350.0,2400.0,2600.0,,2350.0,2392.8571428571427,2350.0,2450.0,0.0,57.142857142857146,151.18578920369092,0.0,0.0,-0.020833333246527776,-0.09615384578402367,,2383.3333333333335,2421.4285714285716,2495.8333333333335,2495.8333333333335,28.867513459481575,80.91735937126852,114.29295161066928,114.29295161066928,0.9705014709182829,0.94156927836433,0.94156927836433,2421.4285714285716,2495.8333333333335,0.0,1,0,0.0,0.0,1.1,0.0
2025-11-14,Andhra Pradesh,East Godavari,Jaggampet,Paddy(Common),Common,FAQ,2369.0,2379.0,2379.0,2377.0,4,11,46,4569.2,1285.6999999999998,2921.146666666666,1389.9328571428573,1278.892222222222,-0.745684931777812,0,0.0,30.5,19.5,60.0,25.0,0.0,0.2,0.7,29.0,29.0,0.0,0.0,0,8,1,0,0.0,0.0,11.0,9.228571428571428,0.0,-12.014285714285714,-0.801686001054002,0.40346213528357805,2025,29.0,1,2320.0,0,0,0,0,10.0,2.3978952727983707,2377.0,2369.0,2379.0,10.0,2.3978952727983707,0.0,0.0,0.0,2377.0,2377.0,2397.0,,2369.0,2377.5714285714284,2379.0,2387.5714285714284,10.0,10.0,0.0,2.3978952727983707,0.0,0.0,-0.008343763002320554,,2377.0,2385.5714285714284,2388.1111111111113,2388.1111111111113,0.0,10.690449676496717,10.54092553389457,10.54092553389457,0.9964069663004678,0.9953473182161047,0.9953473182161047,2385.5714285714284,2388.1111111111113,0.0,1,0,0.0,0.0,0.7,0.0
2025-11-14,Andhra Pradesh,Alluri Sitharama Raju,Rampachodvaram,Paddy(Common),1001,Grade Range-2,2370.0,2370.0,2370.0,2370.0,4,11,46,4569.2,1285.6999999999998,3170.62,3170.62,3170.62,-0.745684931777812,0,0.0,30.5,19.5,60.0,25.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0,2,0,0,0.0,0.0,11.0,9.45,0.0,0.020000000000000004,0.4471136178556388,0.39056164826290707,2025,0.1,1,2320.0,0,0,0,0,0.0,0.0,2370.0,2370.0,2370.0,0.0,0.0,0.0,0.0,0.0,2370.0,,,,2370.0,2365.0,2370.0,2365.0,0.0,0.0,0.0,0.0,0.0,,,,2365.0,2365.0,,,7.0710678118654755,7.0710678118654755,0.0,0.0,1.0021141606675934,,,2365.0,0.0,,1,0,0.0,0.0,0.1,0.0
