date,modal_price,min_price,max_price,temp_max,temp_min,precipitation,rainfall,humidity,wind_max,temp_avg,lag_1,lag_3,lag_7,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14,rainfall_7d,temp_avg_7d,humidity_avg_7d,day_of_week,month,week_of_year,is_harvest_season,target_modal_price,target_modal_price_2d
2005-05-13,1216.6666666666667,1000.0,1600.0,40.2,27.9,0.0,0.0,66,16.6,34.05,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,4.3,33.278571428571425,66.14285714285714,4,5,19,1,1216.6666666666667,1216.6666666666667
2005-05-14,1216.6666666666667,1000.0,1600.0,40.7,28.4,0.0,0.0,63,15.5,34.55,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,1.5,33.778571428571425,65.0,5,5,19,1,1216.6666666666667,1216.6666666666667
2005-05-15,1216.6666666666667,1000.0,1600.0,40.2,28.3,0.0,0.0,65,15.6,34.25,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,1.5,34.214285714285715,63.714285714285715,6,5,19,1,1216.6666666666667,1216.6666666666667
2005-05-16,1216.6666666666667,1000.0,1600.0,39.1,28.5,0.0,0.0,67,14.6,33.8,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,1.5,34.33571428571429,63.285714285714285,0,5,20,1,1216.6666666666667,1216.6666666666667
2005-05-17,1216.6666666666667,1000.0,1600.0,38.8,28.2,0.0,0.0,68,13.7,33.5,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,1.4,34.27142857142857,63.57142857142857,1,5,20,1,1216.6666666666667,1216.6666666666667
2005-05-18,1216.6666666666667,1000.0,1600.0,38.2,28.8,0.0,0.0,71,18.2,33.5,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,34.07857142857143,64.71428571428571,2,5,20,1,1216.6666666666667,1216.6666666666667
2005-05-19,1216.6666666666667,1000.0,1600.0,37.4,28.7,0.0,0.0,70,18.7,33.05,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.93571428571428,66.57142857142857,3,5,20,1,1216.6666666666667,1216.6666666666667
2005-05-20,1216.6666666666667,1000.0,1600.0,37.0,28.1,0.0,0.0,71,19.6,32.55,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.81428571428571,67.14285714285714,4,5,20,1,1216.6666666666667,1216.6666666666667
2005-05-21,1216.6666666666667,1000.0,1600.0,36.8,27.7,0.0,0.0,71,19.2,32.25,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.6,67.85714285714286,5,5,20,1,1216.6666666666667,1216.6666666666667
2005-05-22,1216.6666666666667,1000.0,1600.0,38.2,27.9,0.0,0.0,69,17.4,33.05,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.271428571428565,69.0,6,5,20,1,1216.6666666666667,1216.6666666666667
2005-05-23,1216.6666666666667,1000.0,1600.0,38.1,28.7,0.0,0.0,72,18.6,33.4,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.1,69.57142857142857,0,5,21,1,1216.6666666666667,1216.6666666666667
2005-05-24,1216.6666666666667,1000.0,1600.0,38.6,28.9,0.0,0.0,71,19.0,33.75,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.04285714285714,70.28571428571429,1,5,21,1,1216.6666666666667,1216.6666666666667
2005-05-25,1216.6666666666667,1000.0,1600.0,40.9,29.2,0.0,0.0,64,16.6,35.05,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.07857142857143,70.71428571428571,2,5,21,1,1216.6666666666667,1216.6666666666667
2005-05-26,1216.6666666666667,1000.0,1600.0,38.6,29.2,0.0,0.0,67,15.0,33.9,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.3,69.71428571428571,3,5,21,1,1216.6666666666667,1216.6666666666667
2005-05-27,1216.6666666666667,1000.0,1600.0,38.6,29.4,0.0,0.0,65,13.0,34.0,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.42142857142857,69.28571428571429,4,5,21,1,1216.6666666666667,1216.6666666666667
2005-05-28,1216.6666666666667,1000.0,1600.0,37.6,28.7,0.0,0.0,69,16.6,33.15,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.628571428571426,68.42857142857143,5,5,21,1,1216.6666666666667,1216.6666666666667
2005-05-29,1216.6666666666667,1000.0,1600.0,36.2,28.8,1.5,1.5,73,17.6,32.5,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,0.0,33.75714285714285,68.14285714285714,6,5,21,1,1216.6666666666667,1216.6666666666667
2005-05-30,1216.6666666666667,1000.0,1600.0,33.6,26.3,8.8,8.8,79,11.3,29.950000000000003,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,1.5,33.67857142857143,68.71428571428571,0,5,22,1,1216.6666666666667,1216.6666666666667
2005-05-31,1216.6666666666667,1000.0,1600.0,34.5,26.8,0.1,0.1,75,13.7,30.65,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,10.3,33.18571428571429,69.71428571428571,1,5,22,1,1216.6666666666667,1216.6666666666667
2005-06-01,1216.6666666666667,1000.0,1600.0,38.0,28.6,0.0,0.0,65,15.3,33.3,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,10.4,32.74285714285714,70.28571428571429,2,6,22,0,1216.6666666666667,1216.6666666666667
2005-06-02,1216.6666666666667,1000.0,1600.0,37.7,28.3,3.1,3.1,67,12.2,33.0,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,10.4,32.49285714285714,70.42857142857143,3,6,22,0,1216.6666666666667,1216.6666666666667
2005-06-03,1216.6666666666667,1000.0,1600.0,40.0,29.3,0.0,0.0,62,13.6,34.65,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,13.5,32.364285714285714,70.42857142857143,4,6,22,0,1216.6666666666667,1216.6666666666667
2005-06-04,1216.6666666666667,1000.0,1600.0,39.2,29.8,0.0,0.0,65,14.9,34.5,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,13.5,32.45714285714286,70.0,5,6,22,0,1216.6666666666667,1216.6666666666667
2005-06-05,1216.6666666666667,1000.0,1600.0,38.5,29.8,0.0,0.0,65,15.1,34.15,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,13.5,32.65,69.42857142857143,6,6,22,0,1216.6666666666667,1216.6666666666667
2005-06-06,1216.6666666666667,1000.0,1600.0,39.1,29.5,0.0,0.0,67,19.4,34.3,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,12.0,32.885714285714286,68.28571428571429,0,6,23,0,1216.6666666666667,1216.6666666666667
2005-06-07,1216.6666666666667,1000.0,1600.0,38.1,28.6,1.2,1.2,66,14.5,33.35,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,3.2,33.50714285714285,66.57142857142857,1,6,23,0,1216.6666666666667,1216.6666666666667
2005-06-08,1216.6666666666667,1000.0,1600.0,39.1,29.9,0.0,0.0,58,14.4,34.5,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,4.3,33.89285714285714,65.28571428571429,2,6,23,0,1216.6666666666667,1216.6666666666667
2005-06-09,1216.6666666666667,1000.0,1600.0,39.1,29.8,0.1,0.1,60,15.8,34.45,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,4.3,34.06428571428571,64.28571428571429,3,6,23,0,1216.6666666666667,1216.6666666666667
2005-06-10,1216.6666666666667,1000.0,1600.0,40.1,29.6,0.2,0.2,55,12.6,34.85,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,1.3,34.27142857142857,63.285714285714285,4,6,23,0,1216.6666666666667,1216.6666666666667
2005-06-11,1216.6666666666667,1000.0,1600.0,41.3,31.1,0.1,0.1,44,19.3,36.2,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,1.5,34.3,62.285714285714285,5,6,23,0,1216.6666666666667,1216.6666666666667
2005-06-12,1216.6666666666667,1000.0,1600.0,42.4,30.5,0.7,0.7,43,19.4,36.45,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,1.6,34.542857142857144,59.285714285714285,6,6,23,0,1216.6666666666667,1216.6666666666667
2005-06-13,1216.6666666666667,1000.0,1600.0,42.7,31.1,2.1,2.1,42,17.0,36.900000000000006,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,2.3,34.871428571428574,56.142857142857146,0,6,24,0,1216.6666666666667,1216.6666666666667
2005-06-14,1216.6666666666667,1000.0,1600.0,41.8,31.0,0.0,0.0,46,23.4,36.4,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,4.4,35.24285714285715,52.57142857142857,1,6,24,0,1216.6666666666667,1216.6666666666667
2005-06-15,1216.6666666666667,1000.0,1600.0,41.9,31.3,0.4,0.4,42,18.7,36.6,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,3.1999999999999997,35.67857142857143,49.714285714285715,2,6,24,0,1216.6666666666667,1216.6666666666667
2005-06-16,1216.6666666666667,1000.0,1600.0,41.0,31.8,0.7,0.7,44,16.4,36.4,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,3.6,35.978571428571435,47.42857142857143,3,6,24,0,1216.6666666666667,1216.6666666666667
2005-06-17,1216.6666666666667,1000.0,1600.0,41.8,31.7,3.1,3.1,45,20.8,36.75,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,4.2,36.25714285714286,45.142857142857146,4,6,24,0,1216.6666666666667,1216.6666666666667
2005-06-18,1216.6666666666667,1000.0,1600.0,39.3,29.6,0.0,0.0,54,16.7,34.45,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,7.1,36.52857142857143,43.714285714285715,5,6,24,0,1216.6666666666667,1216.6666666666667
2005-06-19,1216.6666666666667,1000.0,1600.0,39.3,31.0,0.0,0.0,42,22.1,35.15,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,7.0,36.278571428571425,45.142857142857146,6,6,24,0,1216.6666666666667,1216.6666666666667
2005-06-20,1216.6666666666667,1000.0,1600.0,39.4,30.7,0.0,0.0,47,21.2,35.05,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,6.300000000000001,36.09285714285714,45.0,0,6,25,0,1216.6666666666667,1216.6666666666667
2005-06-21,1216.6666666666667,1000.0,1600.0,34.5,26.5,11.7,11.7,80,12.2,30.5,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,4.200000000000001,35.82857142857143,45.714285714285715,1,6,25,0,1216.6666666666667,1216.6666666666667
2005-06-22,1216.6666666666667,1000.0,1600.0,31.2,26.1,8.9,8.9,78,17.8,28.65,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,15.9,34.98571428571428,50.57142857142857,2,6,25,0,1216.6666666666667,1216.6666666666667
2005-06-23,1216.6666666666667,1000.0,1600.0,35.3,27.1,0.0,0.0,63,19.8,31.2,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,24.4,33.85,55.714285714285715,3,6,25,0,1216.6666666666667,1216.6666666666667
2005-06-24,1216.6666666666667,1000.0,1600.0,35.7,27.4,5.7,5.7,59,21.5,31.55,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,23.700000000000003,33.107142857142854,58.42857142857143,4,6,25,0,1216.6666666666667,1216.6666666666667
2005-06-25,1216.6666666666667,1000.0,1600.0,31.2,25.7,12.4,12.4,77,18.4,28.45,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,26.3,32.364285714285714,60.42857142857143,5,6,25,0,1216.6666666666667,1216.6666666666667
2005-06-26,1216.6666666666667,1000.0,1600.0,32.0,25.3,8.2,8.2,78,17.8,28.65,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,38.7,31.50714285714286,63.714285714285715,6,6,25,0,1216.6666666666667,1250.0
2005-06-27,1216.6666666666667,1000.0,1600.0,32.6,25.2,7.7,7.7,75,24.9,28.9,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,46.9,30.578571428571426,68.85714285714286,0,6,26,0,1250.0,1250.0
2005-06-28,1250.0,1000.0,1700.0,29.8,25.1,11.7,11.7,84,20.1,27.450000000000003,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,1216.6666666666667,0.0,0.0,54.6,29.7,72.85714285714286,1,6,26,0,1250.0,1250.0
2005-06-29,1250.0,1000.0,1700.0,32.7,26.4,0.1,0.1,66,26.5,29.55,1250.0,1216.6666666666667,1216.6666666666667,1221.4285714285713,1219.047619047619,12.598815766973582,8.908708063746747,54.6,29.264285714285712,73.42857142857143,2,6,26,0,1250.0,1250.0
2005-06-30,1250.0,1000.0,1700.0,33.0,26.0,2.0,2.0,64,25.2,29.5,1250.0,1216.6666666666667,1216.6666666666667,1226.1904761904764,1221.4285714285713,16.265001215808606,12.104550653375538,45.8,29.392857142857142,71.71428571428571,3,6,26,0,1250.0,1250.0
2005-07-01,1250.0,1000.0,1700.0,34.1,26.0,0.2,0.2,67,21.4,30.05,1250.0,1250.0,1216.6666666666667,1230.9523809523812,1223.809523809524,17.817416127494933,14.193843787543601,47.8,29.15,71.85714285714286,4,7,26,0,1250.0,1250.0
2005-07-02,1250.0,1000.0,1700.0,33.9,27.8,0.0,0.0,61,26.3,30.85,1250.0,1250.0,1216.6666666666667,1235.7142857142858,1226.1904761904764,17.817416127495147,15.626907697949523,42.3,28.935714285714287,73.0,5,7,26,0,1250.0,1250.0
2005-07-03,1250.0,1000.0,1700.0,35.0,28.0,0.0,0.0,55,27.8,31.5,1250.0,1250.0,1216.6666666666667,1240.4761904761906,1228.5714285714287,16.265001215809303,16.574838603294626,29.9,29.27857142857143,70.71428571428571,6,7,26,0,1250.0,1250.0
2005-07-04,1250.0,1000.0,1700.0,34.9,26.9,1.0,1.0,62,24.5,30.9,1250.0,1250.0,1216.6666666666667,1245.2380952380952,1230.9523809523812,12.598815766975033,17.118419700436263,21.7,29.685714285714287,67.42857142857143,0,7,27,0,1250.0,1250.0
2005-07-05,1250.0,1000.0,1700.0,34.1,27.3,0.7,0.7,62,22.0,30.700000000000003,1250.0,1250.0,1250.0,1250.0,1233.3333333333335,0.0,17.295817388758792,15.0,29.97142857142857,65.57142857142857,1,7,27,0,1250.0,1250.0
2005-07-06,1250.0,1000.0,1700.0,33.7,27.0,0.0,0.0,63,21.0,30.35,1250.0,1250.0,1250.0,1250.0,1235.7142857142858,0.0,17.1184197004363,4.0,30.435714285714283,62.42857142857143,2,7,27,0,1250.0,1250.0
2005-07-07,1250.0,1000.0,1700.0,31.4,27.1,2.0,2.0,71,15.7,29.25,1250.0,1250.0,1250.0,1250.0,1238.0952380952383,0.0,16.574838603294694,3.9,30.550000000000004,62.0,3,7,27,0,1250.0,1250.0
2005-07-08,1250.0,1000.0,1700.0,27.1,25.2,47.4,47.4,88,19.2,26.15,1250.0,1250.0,1250.0,1250.0,1240.4761904761906,0.0,15.626907697949656,3.9,30.514285714285716,63.0,4,7,27,0,1250.0,1250.0
2005-07-09,1250.0,1000.0,1700.0,27.8,23.6,18.0,18.0,83,23.4,25.700000000000003,1250.0,1250.0,1250.0,1250.0,1242.857142857143,0.0,14.193843787543825,51.1,29.957142857142856,66.0,5,7,27,0,1250.0,1250.0
2005-07-10,1250.0,1000.0,1700.0,30.6,23.8,0.0,0.0,70,21.3,27.200000000000003,1250.0,1250.0,1250.0,1250.0,1245.2380952380952,0.0,12.104550653375894,69.1,29.22142857142857,69.14285714285714,6,7,27,0,1250.0,1250.0
2005-07-11,1250.0,1000.0,1700.0,32.1,25.4,0.0,0.0,69,18.6,28.75,1250.0,1250.0,1250.0,1250.0,1247.6190476190477,0.0,8.908708063747355,69.1,28.607142857142858,71.28571428571429,0,7,28,0,1250.0,1250.0
