date,temp_max,temp_min,precipitation,rainfall,humidity,wind_max
2005-09-11,26.1,24.6,32.7,32.7,92,18.4
2005-09-12,26.9,24.8,10.6,10.6,90,17.5
2005-09-13,29.0,24.9,8.8,8.8,84,20.8
2005-09-14,31.1,25.8,0.9,0.9,79,18.0
2005-09-15,31.1,25.7,1.6,1.6,80,13.1
2005-09-16,31.4,26.1,0.0,0.0,75,16.8
2005-09-17,32.3,25.8,0.2,0.2,71,19.1
2005-09-18,30.8,26.5,0.0,0.0,66,25.7
2005-09-19,25.3,23.7,112.8,112.8,87,38.1
2005-09-20,25.3,23.7,94.8,94.8,87,39.4
2005-09-21,29.6,24.8,1.0,1.0,76,22.7
2005-09-22,30.7,25.6,2.5,2.5,86,14.2
2005-09-23,30.2,25.3,4.4,4.4,88,13.4
2005-09-24,31.6,24.9,2.7,2.7,87,10.2
2005-09-25,31.3,25.5,0.1,0.1,79,14.0
2005-09-26,31.9,24.7,0.0,0.0,75,14.8
2005-09-27,32.3,25.2,0.0,0.0,74,14.3
2005-09-28,31.7,25.0,3.5,3.5,84,10.1
2005-09-29,27.7,24.7,13.1,13.1,91,12.3
2005-09-30,31.2,25.2,1.3,1.3,85,9.5
2005-10-01,31.0,25.2,0.0,0.0,80,10.3
2005-10-02,33.0,25.0,0.0,0.0,78,9.6
2005-10-03,33.4,24.7,0.0,0.0,75,10.2
2005-10-04,33.2,23.9,0.0,0.0,76,9.4
2005-10-05,32.4,25.7,0.6,0.6,83,9.7
2005-10-06,30.7,23.8,7.4,7.4,86,7.3
2005-10-07,30.9,23.9,1.1,1.1,84,7.5
2005-10-08,31.4,24.1,3.7,3.7,85,6.8
2005-10-09,30.9,24.7,2.2,2.2,84,11.2
2005-10-10,30.7,25.0,2.7,2.7,86,16.6
2005-10-11,30.5,24.6,6.0,6.0,87,17.0
2005-10-12,28.8,24.6,5.7,5.7,88,15.1
2005-10-13,28.4,24.4,7.7,7.7,90,19.8
2005-10-14,26.5,24.3,15.2,15.2,93,17.3
2005-10-15,27.9,23.8,10.4,10.4,90,11.4
2005-10-16,29.7,23.8,3.2,3.2,89,9.7
2005-10-17,29.9,23.6,5.8,5.8,89,7.4
2005-10-18,28.8,23.5,13.0,13.0,90,7.1
2005-10-19,27.8,23.5,11.5,11.5,90,5.4
2005-10-20,29.3,23.0,3.9,3.9,87,7.9
2005-10-21,28.9,23.5,10.5,10.5,89,7.6
2005-10-22,27.6,23.6,2.9,2.9,90,8.5
2005-10-23,29.4,23.5,6.8,6.8,89,7.1
2005-10-24,29.4,23.6,13.6,13.6,90,10.8
2005-10-25,29.7,23.2,2.8,2.8,87,10.3
2005-10-26,30.0,23.8,0.3,0.3,82,13.8
2005-10-27,28.1,24.1,8.8,8.8,88,22.2
2005-10-28,27.1,24.4,7.1,7.1,90,23.0
2005-10-29,28.1,23.9,8.1,8.1,90,14.8
2005-10-30,28.5,24.0,6.2,6.2,89,9.0
2005-10-31,28.8,23.9,4.4,4.4,90,6.0
2005-11-01,28.4,23.8,6.1,6.1,90,5.6
2005-11-02,28.6,22.8,9.8,9.8,90,6.0
2005-11-03,28.4,22.8,5.0,5.0,86,8.5
2005-11-04,29.9,23.6,2.2,2.2,86,14.0
2005-11-05,29.9,22.8,0.0,0.0,78,16.4
2005-11-06,29.4,22.7,0.0,0.0,79,16.3
2005-11-07,28.5,23.9,0.0,0.0,78,10.9
2005-11-08,29.0,22.6,0.0,0.0,72,13.4
2005-11-09,29.1,22.1,0.0,0.0,73,13.0
2005-11-10,29.1,21.4,0.0,0.0,79,11.0
2005-11-11,29.0,21.0,0.0,0.0,77,10.2
2005-11-12,29.1,18.3,0.0,0.0,77,8.2
2005-11-13,29.1,18.0,0.0,0.0,78,8.9
2005-11-14,29.4,17.2,0.0,0.0,76,8.2
2005-11-15,29.7,17.0,0.0,0.0,73,8.1
2005-11-16,29.8,17.9,0.0,0.0,73,9.2
2005-11-17,29.3,17.0,0.0,0.0,72,9.2
2005-11-18,29.4,17.4,0.0,0.0,73,8.0
2005-11-19,28.7,18.6,0.0,0.0,76,10.1
2005-11-20,29.2,19.1,0.0,0.0,74,12.0
2005-11-21,28.8,19.9,0.0,0.0,73,17.7
2005-11-22,28.1,22.3,0.5,0.5,74,11.9
2005-11-23,29.0,21.6,0.0,0.0,72,13.8
2005-11-24,28.5,21.7,0.0,0.0,68,13.9
2005-11-25,29.2,20.2,0.0,0.0,70,15.0
2005-11-26,28.9,18.5,0.0,0.0,73,15.3
2005-11-27,29.2,19.1,0.0,0.0,76,10.3
2005-11-28,29.2,19.4,0.0,0.0,73,10.7
2005-11-29,29.0,18.7,0.0,0.0,68,12.8
2005-11-30,29.4,19.8,0.0,0.0,61,11.5
2005-12-01,28.9,21.5,0.2,0.2,64,14.7
2005-12-02,29.0,22.4,0.0,0.0,64,18.5
2005-12-03,28.9,22.8,0.0,0.0,68,18.1
2005-12-04,29.6,21.6,0.0,0.0,72,10.7
2005-12-05,30.6,20.7,0.0,0.0,73,11.5
2005-12-06,30.2,20.9,0.0,0.0,73,12.3
2005-12-07,30.1,18.1,0.0,0.0,68,9.5
2005-12-08,29.5,16.4,0.0,0.0,63,9.6
2005-12-09,29.2,18.2,0.0,0.0,61,12.2
2005-12-10,29.8,21.9,0.0,0.0,61,13.2
2005-12-11,29.7,21.0,0.0,0.0,68,13.4
2005-12-12,29.5,21.5,0.0,0.0,68,14.5
2005-12-13,30.2,20.6,0.0,0.0,69,10.0
2005-12-14,29.0,18.4,0.0,0.0,69,10.7
2005-12-15,28.7,17.4,0.0,0.0,65,11.6
2005-12-16,28.5,17.9,0.0,0.0,62,11.1
2005-12-17,28.3,19.0,1.0,1.0,65,13.7
2005-12-18,28.1,21.0,2.0,2.0,71,15.0
2005-12-19,28.9,21.8,0.7,0.7,71,20.1
2005-12-20,27.8,22.1,0.5,0.5,75,19.4
2005-12-21,29.4,22.4,1.4,1.4,76,21.1
2005-12-22,28.8,22.1,0.2,0.2,73,18.0
2005-12-23,28.7,21.1,0.0,0.0,75,9.7
2005-12-24,28.2,21.4,0.6,0.6,79,7.9
2005-12-25,29.2,19.6,0.1,0.1,74,7.6
2005-12-26,27.1,18.2,0.2,0.2,76,10.3
2005-12-27,27.5,17.5,0.0,0.0,69,10.0
2005-12-28,27.4,17.3,0.0,0.0,68,10.4
2005-12-29,28.0,16.0,0.0,0.0,71,10.2
2005-12-30,28.4,16.9,0.0,0.0,73,10.2
2005-12-31,28.3,17.6,0.0,0.0,74,13.3
2006-01-01,28.5,17.6,0.0,0.0,72,11.1
2006-01-02,28.5,17.3,0.0,0.0,71,11.8
2006-01-03,28.7,17.5,0.0,0.0,71,13.0
2006-01-04,29.1,18.2,0.0,0.0,70,11.8
2006-01-05,29.8,17.6,0.0,0.0,65,13.3
2006-01-06,29.4,17.0,0.0,0.0,68,12.0
2006-01-07,29.0,19.1,0.0,0.0,70,13.4
2006-01-08,30.1,19.6,0.0,0.0,67,11.3
2006-01-09,30.5,20.5,0.0,0.0,67,13.8
2006-01-10,30.1,20.3,0.0,0.0,71,12.1
2006-01-11,30.0,19.6,0.0,0.0,72,10.7
2006-01-12,30.2,19.6,0.0,0.0,74,12.9
2006-01-13,29.8,18.8,0.0,0.0,76,12.4
2006-01-14,30.0,18.2,0.0,0.0,75,9.5
2006-01-15,30.6,18.6,0.0,0.0,77,10.7
2006-01-16,30.4,18.6,0.0,0.0,75,10.2
2006-01-17,30.8,18.6,0.0,0.0,74,11.9
2006-01-18,32.1,19.5,0.0,0.0,73,13.3
2006-01-19,33.2,20.1,0.0,0.0,71,13.1
2006-01-20,33.6,19.8,0.0,0.0,69,13.8
2006-01-21,33.2,19.8,0.0,0.0,67,11.7
2006-01-22,33.2,20.3,0.0,0.0,66,14.8
2006-01-23,33.2,19.5,0.0,0.0,65,13.4
2006-01-24,32.5,19.2,0.0,0.0,56,10.0
2006-01-25,29.7,18.9,0.0,0.0,53,17.3
2006-01-26,28.5,21.2,0.0,0.0,64,15.1
2006-01-27,29.9,18.1,0.0,0.0,62,12.0
2006-01-28,29.8,16.0,0.0,0.0,56,11.0
2006-01-29,29.8,16.3,0.0,0.0,61,11.2
2006-01-30,30.6,17.1,0.0,0.0,67,11.2
2006-01-31,31.0,17.3,0.0,0.0,69,12.0
2006-02-01,30.9,17.9,0.0,0.0,71,13.0
2006-02-02,30.9,18.1,0.0,0.0,71,13.2
2006-02-03,31.3,17.8,0.0,0.0,70,11.2
2006-02-04,32.5,17.6,0.0,0.0,68,9.8
2006-02-05,33.2,19.3,0.0,0.0,69,12.1
2006-02-06,31.6,19.3,0.0,0.0,70,13.4
2006-02-07,31.1,18.9,0.0,0.0,68,12.1
2006-02-08,31.1,18.6,0.0,0.0,69,15.4
2006-02-09,30.2,18.8,0.0,0.0,68,10.7
2006-02-10,31.2,18.3,0.0,0.0,68,10.8
2006-02-11,31.7,18.5,0.0,0.0,65,10.8
2006-02-12,31.6,18.4,0.0,0.0,66,11.3
2006-02-13,31.4,17.8,0.0,0.0,66,10.5
2006-02-14,33.7,19.3,0.0,0.0,63,15.5
2006-02-15,33.3,20.9,0.0,0.0,66,13.4
2006-02-16,32.9,20.6,0.0,0.0,65,13.1
2006-02-17,32.9,20.3,0.0,0.0,70,15.1
2006-02-18,33.4,21.5,0.0,0.0,71,12.3
2006-02-19,33.7,21.8,0.0,0.0,68,14.4
2006-02-20,33.9,22.0,0.0,0.0,69,14.1
2006-02-21,33.9,21.3,0.0,0.0,67,13.7
2006-02-22,34.2,20.3,0.0,0.0,63,15.9
2006-02-23,34.6,20.1,0.0,0.0,61,11.3
2006-02-24,34.8,19.5,0.0,0.0,56,10.8
2006-02-25,35.0,18.9,0.0,0.0,55,11.3
2006-02-26,35.4,18.6,0.0,0.0,58,13.4
2006-02-27,33.9,19.4,0.0,0.0,65,12.6
2006-02-28,34.1,20.2,0.0,0.0,73,14.4
2006-03-01,33.1,23.4,0.0,0.0,73,16.2
2006-03-02,33.1,19.9,0.0,0.0,70,16.1
2006-03-03,31.4,21.8,3.6,3.6,77,15.2
2006-03-04,32.4,23.3,0.2,0.2,73,13.1
2006-03-05,33.0,24.2,0.2,0.2,70,12.8
2006-03-06,32.1,22.5,0.0,0.0,69,14.1
2006-03-07,33.9,21.9,0.0,0.0,68,15.3
2006-03-08,34.1,22.0,0.0,0.0,70,15.0
2006-03-09,34.0,22.6,0.0,0.0,69,17.0
2006-03-10,32.8,24.2,0.0,0.0,66,10.1
2006-03-11,30.7,23.7,3.9,3.9,74,10.8
2006-03-12,32.4,21.3,0.0,0.0,72,12.3
2006-03-13,31.9,23.1,1.2,1.2,77,10.8
2006-03-14,32.1,23.0,2.3,2.3,77,14.2
2006-03-15,31.8,23.8,5.2,5.2,77,16.8
2006-03-16,31.5,23.6,1.2,1.2,78,12.6
2006-03-17,31.2,23.6,0.3,0.3,78,12.1
2006-03-18,33.0,23.6,0.5,0.5,74,11.7
2006-03-19,33.7,23.0,0.0,0.0,66,15.6
2006-03-20,33.7,21.5,0.0,0.0,64,15.9
2006-03-21,36.1,22.2,0.0,0.0,62,17.6
2006-03-22,35.9,24.6,0.0,0.0,63,15.5
2006-03-23,37.3,23.1,0.0,0.0,62,14.1
2006-03-24,35.6,24.5,0.0,0.0,70,16.5
2006-03-25,36.2,24.0,0.0,0.0,69,15.1
2006-03-26,36.7,24.8,0.0,0.0,67,14.0
2006-03-27,37.1,24.5,0.0,0.0,68,15.5
2006-03-28,35.8,24.0,0.0,0.0,68,15.5
2006-03-29,34.9,24.1,0.0,0.0,67,15.3
2006-03-30,35.0,23.6,0.0,0.0,66,13.4
2006-03-31,36.8,24.4,0.0,0.0,66,17.8
2006-04-01,35.6,24.6,0.0,0.0,71,16.3
2006-04-02,35.1,24.8,0.0,0.0,71,15.2
2006-04-03,35.4,24.6,0.0,0.0,69,17.6
2006-04-04,35.9,24.9,0.0,0.0,68,17.7
2006-04-05,36.0,25.2,0.0,0.0,69,16.6
2006-04-06,36.4,25.6,0.0,0.0,73,18.7
2006-04-07,36.0,26.0,0.0,0.0,72,14.5
2006-04-08,35.9,26.8,0.0,0.0,71,15.8
2006-04-09,35.5,26.7,0.0,0.0,69,17.0
2006-04-10,35.0,26.4,0.0,0.0,67,15.7
2006-04-11,35.9,25.5,0.0,0.0,67,17.2
2006-04-12,36.6,25.0,0.0,0.0,68,15.5
2006-04-13,35.6,25.4,0.0,0.0,70,15.9
2006-04-14,35.5,24.6,0.0,0.0,68,15.0
2006-04-15,35.2,25.9,0.3,0.3,70,13.3
2006-04-16,33.3,26.7,6.7,6.7,75,12.8
2006-04-17,26.2,23.3,40.5,40.5,92,8.7
2006-04-18,31.7,24.4,0.3,0.3,80,8.1
2006-04-19,33.0,25.0,2.5,2.5,81,12.1
2006-04-20,33.6,24.3,0.0,0.0,75,10.2
2006-04-21,33.7,24.4,0.0,0.0,74,9.7
2006-04-22,34.7,24.2,0.0,0.0,70,12.2
2006-04-23,35.4,23.7,0.0,0.0,70,13.3
2006-04-24,35.8,24.4,0.0,0.0,71,14.4
2006-04-25,36.9,24.8,0.0,0.0,68,10.8
2006-04-26,37.8,26.2,0.0,0.0,68,13.1
2006-04-27,38.3,25.7,1.5,1.5,67,11.0
2006-04-28,38.2,27.5,0.0,0.0,71,11.5
2006-04-29,38.2,27.7,0.0,0.0,71,11.6
2006-04-30,38.9,27.7,0.0,0.0,70,10.2
2006-05-01,38.0,28.0,0.0,0.0,71,11.5
2006-05-02,35.4,28.0,0.3,0.3,73,14.5
2006-05-03,36.0,26.8,0.4,0.4,72,15.1
2006-05-04,35.0,27.1,0.5,0.5,69,12.7
2006-05-05,35.5,26.0,0.1,0.1,68,15.2
2006-05-06,36.3,27.0,0.1,0.1,69,17.0
2006-05-07,36.6,27.9,0.0,0.0,68,17.4
2006-05-08,36.3,28.2,0.0,0.0,69,17.7
2006-05-09,37.2,27.8,0.0,0.0,70,18.4
2006-05-10,38.7,28.0,0.0,0.0,70,19.2
2006-05-11,39.0,28.7,0.0,0.0,69,19.6
2006-05-12,38.4,28.6,0.0,0.0,71,19.1
2006-05-13,37.7,28.8,0.0,0.0,72,18.6
2006-05-14,37.6,28.8,0.0,0.0,71,17.5
2006-05-15,38.9,28.7,0.0,0.0,69,18.1
2006-05-16,37.7,28.9,0.9,0.9,71,13.7
2006-05-17,37.7,28.7,4.0,4.0,71,10.4
2006-05-18,31.6,25.3,72.1,72.1,86,10.9
2006-05-19,34.0,25.5,0.0,0.0,76,9.3
2006-05-20,32.7,26.9,5.0,5.0,82,13.5
2006-05-21,35.9,26.1,0.8,0.8,73,15.1
2006-05-22,37.2,26.5,0.0,0.0,68,10.1
2006-05-23,37.1,27.0,0.2,0.2,64,15.4
2006-05-24,34.6,27.3,3.2,3.2,67,17.1
2006-05-25,32.1,25.7,1.2,1.2,77,19.2
2006-05-26,33.3,25.9,7.7,7.7,82,18.9
2006-05-27,31.9,25.9,22.4,22.4,84,11.9
2006-05-28,31.8,25.2,29.9,29.9,86,15.7
2006-05-29,32.7,26.4,5.2,5.2,79,14.3
2006-05-30,33.0,27.7,1.0,1.0,76,16.3
2006-05-31,33.3,27.5,0.4,0.4,74,16.6
2006-06-01,34.3,27.1,0.0,0.0,68,19.7
2006-06-02,34.2,28.1,0.0,0.0,61,22.3
2006-06-03,33.8,27.8,0.2,0.2,63,18.7
2006-06-04,32.3,25.6,2.3,2.3,78,19.4
2006-06-05,30.8,25.8,12.2,12.2,83,17.1
2006-06-06,34.2,25.6,1.2,1.2,71,20.5
2006-06-07,36.1,27.4,0.5,0.5,60,17.8
2006-06-08,36.8,27.5,0.0,0.0,57,18.0
2006-06-09,37.2,28.0,0.3,0.3,57,12.2
2006-06-10,35.2,26.7,0.0,0.0,67,16.7
2006-06-11,36.2,27.6,0.0,0.0,64,15.6
2006-06-12,36.6,28.3,0.0,0.0,62,14.4
2006-06-13,36.4,29.2,0.0,0.0,58,15.6
2006-06-14,35.7,28.3,0.2,0.2,61,20.7
2006-06-15,37.9,28.5,0.0,0.0,58,10.2
2006-06-16,36.5,28.4,0.6,0.6,67,14.3
2006-06-17,37.5,28.9,0.0,0.0,62,11.8
2006-06-18,36.6,27.5,5.8,5.8,68,11.0
2006-06-19,36.4,27.0,18.7,18.7,79,10.1
2006-06-20,33.7,26.1,8.8,8.8,79,8.0
2006-06-21,29.5,24.5,33.5,33.5,88,9.3
2006-06-22,30.7,24.0,7.8,7.8,80,14.0
2006-06-23,31.0,24.9,17.2,17.2,85,10.3
2006-06-24,31.3,24.9,21.9,21.9,82,8.5
2006-06-25,31.1,26.4,7.4,7.4,83,9.5
2006-06-26,32.7,26.2,1.6,1.6,77,16.9
2006-06-27,32.4,26.3,2.4,2.4,78,17.5
2006-06-28,28.3,25.7,9.8,9.8,89,17.3
2006-06-29,28.7,25.2,26.4,26.4,91,18.0
2006-06-30,29.1,25.6,23.7,23.7,87,17.3
2006-07-01,29.3,25.3,21.1,21.1,85,17.7
2006-07-02,26.1,25.1,25.4,25.4,90,21.9
2006-07-03,28.7,24.9,13.9,13.9,83,26.2
2006-07-04,31.2,25.1,1.2,1.2,71,26.2
2006-07-05,32.6,27.0,0.0,0.0,66,25.4
2006-07-06,32.1,26.8,0.0,0.0,65,24.5
2006-07-07,33.5,27.4,0.0,0.0,64,22.0
2006-07-08,34.1,27.4,0.0,0.0,65,21.6
2006-07-09,33.5,28.4,0.0,0.0,62,21.4
2006-07-10,33.1,28.3,0.0,0.0,61,22.7
2006-07-11,32.9,27.5,0.3,0.3,62,23.5
2006-07-12,32.9,26.3,0.0,0.0,67,23.4
2006-07-13,33.4,26.1,0.5,0.5,68,21.3
2006-07-14,33.0,28.5,0.0,0.0,63,24.1
2006-07-15,32.3,28.3,0.0,0.0,60,24.9
2006-07-16,34.4,27.1,0.0,0.0,60,27.0
2006-07-17,34.1,28.4,0.0,0.0,61,26.5
2006-07-18,34.1,28.6,0.0,0.0,59,22.6
2006-07-19,33.8,27.9,0.0,0.0,62,18.2
2006-07-20,33.1,27.8,0.3,0.3,65,17.9
2006-07-21,30.9,25.5,1.6,1.6,74,15.9
2006-07-22,32.7,26.5,0.0,0.0,71,14.2
2006-07-23,30.9,26.2,0.8,0.8,76,17.3
2006-07-24,31.5,25.8,0.4,0.4,73,20.2
2006-07-25,31.5,24.6,20.4,20.4,82,15.1
2006-07-26,30.4,25.0,18.9,18.9,86,19.1
2006-07-27,27.1,24.7,24.3,24.3,90,18.7
